game_id,game_date,attendance
22101222,2022-04-10,18210
22101219,2022-04-10,20270
22101223,2022-04-10,17441
22101229,2022-04-10,17071
22101224,2022-04-10,17136
22101228,2022-04-10,21459
22101227,2022-04-10,19253
22101226,2022-04-10,19812
22101216,2022-04-10,17967
22101217,2022-04-10,0
22101221,2022-04-10,18055
22101218,2022-04-10,19432
22101225,2022-04-10,16595
22101220,2022-04-10,19520
12100001,2021-10-03,16000
12100009,2021-10-04,15353
12100002,2021-10-04,8016
12100003,2021-10-04,19156
12100004,2021-10-04,19600
12100006,2021-10-04,15353
12100005,2021-10-04,5715
12100007,2021-10-04,10174
12100008,2021-10-04,13936
12100010,2021-10-04,7825
12100013,2021-10-05,11495
12100014,2021-10-05,15353
12100012,2021-10-05,11777
12100011,2021-10-05,10090
12100016,2021-10-06,11158
12100020,2021-10-06,0
12100019,2021-10-06,16923
12100018,2021-10-06,15841
12100017,2021-10-06,12407
12100021,2021-10-06,8122
12100015,2021-10-06,5423
12100023,2021-10-07,11732
12100022,2021-10-07,8916
12100024,2021-10-07,10491
12100031,2021-10-08,18064
12100030,2021-10-08,11927
12100028,2021-10-08,17853
12100027,2021-10-08,13909
12100026,2021-10-08,12770
12100025,2021-10-08,10024
12100029,2021-10-08,15160
12100034,2021-10-09,11027
12100033,2021-10-09,0
12100032,2021-10-09,19156
12100038,2021-10-10,13844
12100036,2021-10-10,10003
12100037,2021-10-10,12442
12100035,2021-10-10,12509
12100045,2021-10-11,4850
12100044,2021-10-11,15353
12100043,2021-10-11,15535
12100041,2021-10-11,14522
12100042,2021-10-11,10286
12100040,2021-10-11,19600
12100039,2021-10-11,9245
12100046,2021-10-12,7048
12100047,2021-10-12,0
12100054,2021-10-13,9772
12100048,2021-10-13,8583
12100053,2021-10-13,16016
12100052,2021-10-13,15353
12100051,2021-10-13,11226
12100050,2021-10-13,13519
12100049,2021-10-13,5997
12100055,2021-10-14,12527
12100056,2021-10-14,11210
12100057,2021-10-14,15353
12100058,2021-10-14,15353
12100059,2021-10-15,19600
12100066,2021-10-15,18064
12100065,2021-10-15,0
12100064,2021-10-15,12946
12100063,2021-10-15,14412
12100062,2021-10-15,12258
12100060,2021-10-15,7623
12100061,2021-10-15,6028
42100151,2022-04-16,17794
42100161,2022-04-16,18064
42100131,2022-04-16,0
42100171,2022-04-16,20013
42100141,2022-04-17,17071
42100121,2022-04-17,17717
42100111,2022-04-17,19156
42100101,2022-04-17,19514
42100172,2022-04-18,20113
42100162,2022-04-18,18064
42100132,2022-04-18,20974
42100142,2022-04-19,17071
42100152,2022-04-19,17794
42100102,2022-04-19,19950
42100122,2022-04-20,17688
42100112,2022-04-20,19156
42100133,2022-04-20,19800
42100153,2022-04-21,19634
42100173,2022-04-21,18306
42100163,2022-04-21,19627
42100103,2022-04-22,18421
42100143,2022-04-22,18962
42100123,2022-04-22,22667
42100134,2022-04-23,19800
42100174,2022-04-23,0
42100113,2022-04-23,18175
42100154,2022-04-23,19832
42100104,2022-04-24,18951
42100144,2022-04-24,18962
42100164,2022-04-24,19628
42100124,2022-04-24,22020
42100114,2022-04-25,18099
42100135,2022-04-25,20517
42100175,2022-04-25,0
42100155,2022-04-26,17794
42100145,2022-04-26,17071
42100105,2022-04-26,19553
42100125,2022-04-27,17506
42100165,2022-04-27,18064
42100176,2022-04-28,18306
42100136,2022-04-28,19800
42100146,2022-04-28,18710
42100156,2022-04-29,20323
42100231,2022-05-01,17794
