primary_key_composed,season_id,player_id,player_name,team_id,team_abbreviation,position,age,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,divisor_pie,pie
931_2022_POR,2022,931,Ben McLemore,1610612757,POR,SG,28,64,6,20.1,3.4,8.4,0.401,2.4,6.5,0.362,1.0,1.9,0.533,0.541,1.1,1.4,0.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,10.2,5.499999999999998,0.0007363277327799716
1352_2022_MEM,2022,1352,De'Anthony Melton,1610612763,MEM,SG,23,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,9.799999999999999,0.0009333333333333332
1588_2022_MEM,2022,1588,Sam Merrill,1610612763,MEM,SG,25,6,0,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,2.0999999999999996,0.00019999999999999996
1538_2022_SAC,2022,1538,Chimezie Metu,1610612758,SAC,C,24,60,20,21.3,3.4,7.5,0.452,1.0,3.1,0.306,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.6,5.0,5.6,1.0,0.9,0.5,1.0,1.6,8.9,9.350000000000001,0.0011367090146495655
1218_2022_MIL,2022,1218,Khris Middleton,1610612749,MIL,SF,30,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,17.45,0.0016968105795410345
936_2022_BOS,2022,936,C.J. Miles,1610612738,BOS,SG,34,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-8.944543828264758e-05
937_2022_BRK,2022,937,Patty Mills,1610612751,BKN,PG,33,81,48,29.0,4.0,9.8,0.408,2.8,7.0,0.4,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,7.9999999999999964,0.0008780594885303475
939_2022_BRK,2022,939,Paul Millsap,1610612751,BKN,PF,36,24,0,11.3,1.3,3.5,0.376,0.3,1.1,0.222,1.1,2.4,0.448,0.412,0.5,0.7,0.706,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0,3.4,3.05,0.00033476018000219514
939_2022_PHI,2022,939,Paul Millsap,1610612755,PHI,PF,36,9,1,11.8,1.4,3.3,0.433,0.2,0.9,0.25,1.2,2.4,0.5,0.467,0.6,0.8,0.714,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1,3.7,1.9499999999999984,0.00020075153137386094
1524_2022_PHI,2022,1524,Shake Milton,1610612755,PHI,PG,25,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,6.6,0.0006794667215730683
1405_2022_SAC,2022,1405,Davion Mitchell,1610612758,SAC,PG,23,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7.0,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,8.25,0.0010029785423378518
1238_2022_UTA,2022,1238,Donovan Mitchell,1610612762,UTA,SG,25,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,19.199999999999996,0.002072315164597949
1349_2022_CLE,2022,1349,Evan Mobley,1610612739,CLE,PF,20,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,15.200000000000001,0.0017771542148953584
1332_2022_LAL,2022,1332,Malik Monk,1610612747,LAL,SG,23,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,11.349999999999998,0.0013400236127508853
948_2022_MIN,2022,948,Greg Monroe,1610612750,MIN,C,31,4,0,20.3,3.3,5.5,0.591,0.0,0.0,0.0,3.3,5.5,0.591,0.591,0.8,1.8,0.429,1.5,4.5,6.0,4.0,1.0,1.5,1.8,2.3,7.3,11.0,0.0011915077989601386
948_2022_WAS,2022,948,Greg Monroe,1610612764,WAS,C,31,2,0,9.0,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,0.0,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0,4.5,0.0005300353356890459
948_2022_MIL,2022,948,Greg Monroe,1610612749,MIL,C,31,5,0,14.0,2.2,4.4,0.5,0.0,0.0,0.0,2.2,4.4,0.5,0.5,1.0,1.8,0.556,2.2,2.0,4.2,0.4,0.6,0.4,0.6,1.4,5.4,4.700000000000003,0.0004570206145468692
948_2022_UTA,2022,948,Greg Monroe,1610612762,UTA,C,31,3,0,8.7,1.3,1.7,0.8,0.0,0.0,0.0,1.3,1.7,0.8,0.8,1.3,2.3,0.571,2.0,1.0,3.0,1.0,0.0,0.3,0.0,2.0,4.0,3.75,0.00040474905558553697
1437_2022_GSW,2022,1437,Moses Moody,1610612744,GSW,SG,19,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,3.05,0.00027021040974529347
1654_2022_LAC,2022,1654,Xavier Moon,1610612746,LAC,SG,27,10,0,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2.0,3.7,0.541,0.539,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,6.050000000000002,0.0007234246083941172
951_2022_NYK,2022,951,Matt Mooney,1610612752,NYK,SG,24,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.00012846865364850977
1309_2022_MEM,2022,1309,Ja Morant,1610612763,MEM,PG,22,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,23.499999999999993,0.0022380952380952374
954_2022_TOR,2022,954,Juwan Morgan,1610612761,TOR,PF,24,1,0,27.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0005787371954395509
954_2022_BOS,2022,954,Juwan Morgan,1610612738,BOS,PF,24,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955_2022_SAS,2022,955,Jaylen Morris,1610612759,SAS,SG,26,3,0,5.3,0.0,2.0,0.0,0.0,0.7,0.0,0.0,1.3,0.0,0.0,0.7,1.3,0.5,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7,-1.5000000000000002,-0.00016395234451852664
1286_2022_LAC,2022,1286,Marcus Morris,1610612746,LAC,PF,32,54,54,29.0,5.6,12.8,0.434,1.9,5.1,0.367,3.7,7.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,11.399999999999997,0.0013631471959823025
1463_2022_MIA,2022,1463,Markieff Morris,1610612748,MIA,PF,32,17,1,17.5,3.2,6.7,0.474,0.8,2.3,0.333,2.4,4.4,0.547,0.531,0.5,0.5,0.889,1.0,1.6,2.6,1.4,0.4,0.1,1.2,1.9,7.6,4.950000000000002,0.00048415492957746496
1337_2022_DEN,2022,1337,Monte Morris,1610612743,DEN,PG,26,75,74,29.9,5.0,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1.0,1.1,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6,13.100000000000001,0.0013693618355720485
959_2022_SAC,2022,959,Emmanuel Mudiay,1610612758,SAC,PG,25,2,0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,2.0,0.75,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5,1.5,0.00018235973497051852
961_2022_ORL,2022,961,Mychal Mulder,1610612753,ORL,PG,27,15,2,13.0,1.3,4.5,0.299,0.9,3.1,0.283,0.5,1.4,0.333,0.396,0.1,0.1,1.0,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7,1.0999999999999994,0.00014506132137676373
961_2022_MIA,2022,961,Mychal Mulder,1610612748,MIA,PG,27,2,1,22.0,2.0,5.0,0.4,2.0,4.0,0.5,0.0,1.0,0.0,0.6,1.0,1.0,1.0,0.0,1.5,1.5,1.0,0.0,0.5,0.0,0.5,7.0,6.25,0.0006113067292644758
962_2022_SAC,2022,962,Ade Murkey,1610612758,SAC,SG,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963_2022_NOP,2022,963,Trey Murphy III,1610612740,NOP,SF,21,62,1,13.9,1.8,4.5,0.394,1.1,3.0,0.382,0.6,1.5,0.418,0.522,0.7,0.8,0.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1.0,5.4,4.350000000000001,0.0004932532033110332
1279_2022_SAS,2022,1279,Dejounte Murray,1610612759,SAS,PG,25,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,24.949999999999996,0.002727073997158159
1442_2022_OKC,2022,1442,Mike Muscala,1610612760,OKC,C,30,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1.0,2.0,0.506,0.597,1.1,1.3,0.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0,6.950000000000001,0.0009155578975102096
966_2022_TOR,2022,966,Svi Mykhailiuk,1610612761,TOR,SF,24,56,5,12.8,1.6,4.2,0.389,0.7,2.4,0.306,0.9,1.8,0.5,0.476,0.6,0.7,0.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1.0,4.6,3.149999999999999,0.00036460443312691696
967_2022_PHO,2022,967,Abdel Nader,1610612756,PHX,SF,28,14,0,10.4,0.9,2.5,0.343,0.3,1.0,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,1.2999999999999996,0.00012095836240986272
969_2022_POR,2022,969,Larry Nance Jr.,1610612757,POR,PF,29,37,11,23.2,2.8,5.4,0.515,0.5,1.7,0.306,2.2,3.7,0.61,0.563,0.9,1.3,0.653,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8,6.9,9.499999999999998,0.0012718388111654056
969_2022_NOP,2022,969,Larry Nance Jr.,1610612740,NOP,PF,29,9,0,20.2,3.0,5.4,0.551,0.4,0.9,0.5,2.6,4.6,0.561,0.592,0.9,0.9,1.0,1.6,2.8,4.3,0.9,0.6,0.8,1.1,1.9,7.3,7.4,0.0008390974033337114
970_2022_CLE,2022,970,RJ Nembhard Jr.,1610612739,CLE,SG,22,14,0,4.5,0.4,1.3,0.333,0.0,0.1,0.0,0.4,1.1,0.375,0.333,0.2,0.3,0.75,0.2,0.3,0.5,0.9,0.1,0.0,0.2,0.1,1.1,1.2,0.0001403016485443704
1436_2022_BOS,2022,1436,Aaron Nesmith,1610612738,BOS,SF,22,52,3,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,2.099999999999999,0.00018783542039355985
1487_2022_WAS,2022,1487,Raul Neto,1610612764,WAS,PG,29,70,19,19.6,2.9,6.3,0.463,0.5,1.7,0.292,2.4,4.6,0.526,0.502,1.2,1.5,0.769,0.2,1.7,1.9,3.1,0.8,0.0,1.1,1.5,7.5,6.9,0.0008127208480565372
973_2022_CLE,2022,973,Malik Newman,1610612739,CLE,PG,24,1,0,8.0,3.0,5.0,0.6,0.0,1.0,0.0,3.0,4.0,0.75,0.6,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,7.0,0.0008184262831754939
1443_2022_PHI,2022,1443,Georges Niang,1610612755,PHI,PF,28,76,7,22.8,3.2,7.4,0.437,2.1,5.1,0.403,1.2,2.3,0.511,0.575,0.7,0.8,0.881,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5,9.2,5.849999999999999,0.0006022545941215832
1573_2022_HOU,2022,1573,Daishen Nix,1610612745,HOU,SG,19,24,0,10.9,1.1,2.8,0.403,0.3,1.1,0.269,0.8,1.7,0.488,0.455,0.7,1.3,0.533,0.3,1.1,1.4,1.7,0.6,0.0,1.1,0.9,3.2,2.45,0.0003221988427143609
1482_2022_DEN,2022,1482,Zeke Nnaji,1610612743,DEN,PF,21,41,1,17.0,2.3,4.5,0.516,0.9,2.0,0.463,1.4,2.6,0.557,0.616,1.0,1.6,0.631,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,6.6,5.15,0.0005383369048241259
1335_2022_NYK,2022,1335,Nerlens Noel,1610612752,NYK,C,27,25,11,22.5,1.3,2.4,0.533,0.0,0.1,0.0,1.3,2.3,0.561,0.533,0.8,1.2,0.7,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4,5.75,0.0007386947584789312
1534_2022_MIN,2022,1534,Jaylen Nowell,1610612750,MIN,SG,22,62,1,15.7,3.2,6.7,0.475,1.0,2.6,0.394,2.1,4.1,0.526,0.551,1.2,1.5,0.783,0.4,1.6,2.0,2.1,0.4,0.2,0.6,1.2,8.5,7.3,0.0007907279029462738
1518_2022_DAL,2022,1518,Frank Ntilikina,1610612742,DAL,PG,23,58,5,11.8,1.5,3.8,0.399,0.7,1.9,0.342,0.9,1.9,0.455,0.484,0.4,0.4,0.96,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1,4.1,3.2499999999999996,0.0003288475159364565
980_2022_POR,2022,980,Jusuf Nurki?,1610612757,POR,C,27,56,56,28.2,5.7,10.7,0.535,0.3,1.0,0.268,5.5,9.7,0.563,0.548,3.3,4.8,0.69,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15.0,16.300000000000004,0.0021822076444206447
981_2022_HOU,2022,981,David Nwaba,1610612745,HOU,SF,29,46,4,13.2,1.8,3.8,0.483,0.3,1.1,0.306,1.5,2.8,0.551,0.526,1.0,1.5,0.716,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1,5.35,0.000703577064702788
1473_2022_MIL,2022,1473,Jordan Nwora,1610612749,MIL,SF,23,62,13,19.1,3.0,7.5,0.403,1.3,3.7,0.348,1.7,3.8,0.455,0.488,0.6,0.7,0.837,0.6,3.0,3.6,1.0,0.4,0.3,0.9,1.3,7.9,5.95,0.0005785686503306107
1336_2022_UTA,2022,1336,Royce O'Neale,1610612762,UTA,SF,28,77,77,31.2,2.6,5.8,0.457,1.5,4.0,0.389,1.1,1.8,0.609,0.591,0.6,0.7,0.804,0.8,3.9,4.8,2.5,1.1,0.4,1.0,2.4,7.4,8.799999999999999,0.0009498111171073933
985_2022_MIL,2022,985,Semi Ojeleye,1610612749,MIL,PF,27,20,0,15.4,0.9,3.5,0.257,0.6,2.1,0.268,0.4,1.5,0.241,0.336,0.5,0.7,0.769,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3,2.9,1.5999999999999992,0.00015558148580318933
985_2022_LAC,2022,985,Semi Ojeleye,1610612746,LAC,PF,27,10,0,9.8,1.2,2.9,0.414,0.4,0.9,0.444,0.8,2.0,0.4,0.483,1.3,1.6,0.813,0.2,1.4,1.6,0.4,0.2,0.1,0.4,0.4,4.1,3.4499999999999993,0.00041253138825780215
1445_2022_ORL,2022,1445,Chuma Okeke,1610612753,ORL,PF,23,70,20,25.0,3.1,8.2,0.376,1.7,5.3,0.318,1.4,2.9,0.48,0.478,0.8,0.9,0.846,0.7,4.3,5.0,1.7,1.4,0.6,0.8,1.4,8.6,9.25,0.0012198338388500593
1530_2022_MIN,2022,1530,Josh Okogie,1610612750,MIN,SG,23,49,6,10.5,0.9,2.1,0.404,0.3,1.0,0.298,0.6,1.2,0.491,0.471,0.7,1.0,0.686,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7,1.7999999999999998,0.00019497400346620448
1375_2022_ATL,2022,1375,Onyeka Okongwu,1610612737,ATL,C,21,48,6,20.7,3.3,4.7,0.69,0.0,0.0,0.0,3.3,4.7,0.69,0.69,1.7,2.3,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,9.249999999999998,0.0009898870993632616
1366_2022_CLE,2022,1366,Isaac Okoro,1610612739,CLE,SF,21,67,61,29.6,3.1,6.4,0.48,0.8,2.3,0.35,2.3,4.1,0.555,0.544,1.8,2.3,0.768,1.1,1.9,3.0,1.8,0.8,0.3,0.9,2.4,8.8,6.9,0.0008067344791301298
1540_2022_MIA,2022,1540,KZ Okpala,1610612748,MIA,PF,22,21,0,11.6,1.4,3.3,0.435,0.4,1.2,0.346,1.0,2.0,0.488,0.5,0.4,0.5,0.727,0.5,1.4,2.0,0.7,0.2,0.3,0.2,1.2,3.7,3.0,0.00029342723004694836
1345_2022_MIA,2022,1345,Victor Oladipo,1610612748,MIA,SG,29,8,1,21.6,4.4,9.1,0.479,1.9,4.5,0.417,2.5,4.6,0.541,0.582,1.8,2.4,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2.0,1.6,12.4,10.350000000000001,0.001012323943661972
992_2022_ATL,2022,992,Cameron Oliver,1610612737,ATL,SF,25,2,0,21.5,5.0,7.5,0.667,0.5,1.5,0.333,4.5,6.0,0.75,0.7,1.0,1.5,0.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5,10.75,0.0011504093316924394
1305_2022_DET,2022,1305,Kelly Olynyk,1610612765,DET,C,30,40,1,19.1,3.2,7.2,0.448,1.0,3.0,0.336,2.2,4.2,0.527,0.517,1.7,2.2,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1,8.25,0.001131842502400878
1595_2022_DAL,2022,1595,Eugene Omoruyi,1610612742,DAL,SF,24,4,0,4.5,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1.0,0.5,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8,2.05,0.00020742689466761102
995_2022_UTA,2022,995,Miye Oni,1610612762,UTA,SG,24,16,0,2.8,0.1,0.6,0.222,0.1,0.5,0.125,0.1,0.1,1.0,0.278,0.0,0.1,0.0,0.1,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.3,-0.04999999999999996,-5.396654074473822e-06
1360_2022_CLE,2022,1360,Cedi Osman,1610612739,CLE,SF,26,66,3,22.2,3.7,8.7,0.432,1.9,5.4,0.357,1.8,3.2,0.559,0.544,1.3,2.0,0.664,0.4,1.8,2.2,2.0,0.8,0.2,1.0,1.9,10.7,7.0,0.0008184262831754939
997_2022_TOR,2022,997,Daniel Oturu,1610612761,TOR,C,22,3,0,9.0,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6,0.5,1.0,1.7,0.6,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0,2.8000000000000003,0.00032409282944614854
998_2022_CHO,2022,998,Kelly Oubre Jr.,1610612766,CHA,SF,26,76,13,26.3,5.4,12.3,0.44,2.5,7.3,0.345,2.9,5.0,0.578,0.542,1.7,2.5,0.667,1.0,2.9,4.0,1.1,1.0,0.4,0.9,2.5,15.0,9.599999999999996,0.0010686852944450625
999_2022_DET,2022,999,Jaysean Paige,1610612765,DET,PG,27,1,0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,-4.0,-0.0005487721223761833
1000_2022_DET,2022,1000,Trayvon Palmer,1610612765,DET,SG,27,1,0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.0,-0.00027438606118809165
1001_2022_CLE,2022,1001,Kevin Pangos,1610612739,CLE,PG,29,24,3,6.9,0.6,1.9,0.326,0.3,1.1,0.231,0.4,0.8,0.45,0.391,0.1,0.2,0.75,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5,1.6,1.2500000000000002,0.00014614755056705251
1002_2022_BOS,2022,1002,Jabari Parker,1610612738,BOS,PF,26,12,0,9.3,1.5,3.2,0.474,0.7,1.3,0.5,0.8,1.8,0.455,0.579,0.8,0.8,1.0,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4,3.8499999999999988,0.0003443649373881931
1003_2022_UTA,2022,1003,Eric Paschall,1610612762,UTA,PF,25,58,3,12.7,2.0,4.1,0.485,0.7,1.9,0.37,1.3,2.2,0.583,0.57,1.1,1.5,0.767,0.5,1.3,1.8,0.6,0.2,0.1,0.5,0.9,5.8,4.3,0.00046411225040474905
1247_2022_PHO,2022,1247,Chris Paul,1610612756,PHX,PG,36,65,65,32.9,5.6,11.3,0.493,1.0,3.1,0.317,4.6,8.3,0.559,0.536,2.6,3.1,0.837,0.3,4.0,4.4,10.8,1.9,0.3,2.4,2.1,14.7,20.999999999999996,0.0019539427773900904
1381_2022_PHO,2022,1381,Cameron Payne,1610612756,PHX,PG,27,58,12,22.0,4.1,10.1,0.409,1.2,3.6,0.336,2.9,6.5,0.449,0.469,1.3,1.5,0.843,0.4,2.6,3.0,4.9,0.7,0.3,1.8,2.1,10.8,9.25,0.0008606652709932542
1006_2022_PHO,2022,1006,Elfrid Payton,1610612756,PHX,PG,27,50,1,11.0,1.3,3.5,0.383,0.1,0.4,0.222,1.3,3.1,0.401,0.394,0.2,0.6,0.375,0.4,1.3,1.8,2.0,0.5,0.1,0.9,0.8,3.0,2.7500000000000004,0.0002558734589439405
1350_2022_GSW,2022,1350,Gary Payton II,1610612744,GSW,PG,29,71,16,17.6,3.0,4.8,0.616,0.6,1.7,0.358,2.4,3.2,0.754,0.679,0.5,0.8,0.603,1.0,2.5,3.5,0.9,1.4,0.3,0.6,1.8,7.1,8.05,0.0007131782945736434
1008_2022_UTA,2022,1008,Norvel Pelle,1610612762,UTA,C,28,3,0,6.3,1.0,1.7,0.6,0.0,0.0,0.0,1.0,1.7,0.6,0.6,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3,0.7,0.3,2.0,1.95,0.0002104695089044792
1010_2022_POR,2022,1010,Reggie Perry,1610612757,POR,PF,21,9,1,19.7,4.3,8.7,0.5,0.3,1.8,0.188,4.0,6.9,0.581,0.519,1.0,1.7,0.6,1.7,3.4,5.1,1.3,1.0,0.7,1.2,3.3,10.0,7.3,0.0009773077180534172
1010_2022_IND,2022,1010,Reggie Perry,1610612754,IND,PF,21,1,0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
1011_2022_DET,2022,1011,Jamorko Pickett,1610612765,DET,PF,24,13,0,13.5,1.4,3.8,0.36,1.0,3.0,0.333,0.4,0.8,0.455,0.49,0.1,0.2,0.5,0.5,2.0,2.5,0.5,0.0,0.5,0.4,0.9,3.8,2.999999999999999,0.00041157909178213736
1528_2022_DAL,2022,1528,Theo Pinson,1610612742,DAL,SF,26,19,0,7.8,0.7,2.1,0.359,0.5,1.6,0.333,0.2,0.5,0.444,0.487,0.5,0.5,1.0,0.1,1.0,1.1,0.9,0.3,0.1,0.3,0.6,2.5,2.4999999999999996,0.0002529596276434281
1338_2022_CHO,2022,1338,Mason Plumlee,1610612766,CHA,C,31,73,73,24.6,2.8,4.4,0.641,0.0,0.0,0.0,2.8,4.4,0.645,0.641,0.9,2.3,0.392,2.4,5.3,7.7,3.1,0.8,0.7,1.4,3.1,6.5,9.75,0.001085383502170767
1334_2022_SAS,2022,1334,Jakob Poeltl,1610612759,SAS,C,26,68,67,29.0,6.0,9.8,0.618,0.0,0.0,1.0,6.0,9.7,0.618,0.619,1.4,2.8,0.495,3.9,5.5,9.3,2.8,0.7,1.7,1.6,3.1,13.5,15.399999999999997,0.0016832440703902062
1448_2022_OKC,2022,1448,Aleksej Pokusevski,1610612760,OKC,PF,20,61,12,20.2,3.0,7.5,0.408,0.9,3.2,0.289,2.1,4.2,0.498,0.47,0.6,0.8,0.7,1.2,4.0,5.2,2.1,0.6,0.6,1.5,1.4,7.6,7.6,0.0010011856145435384
1016_2022_MEM,2022,1016,Yves Pons,1610612763,MEM,SF,22,12,0,5.9,0.4,1.3,0.313,0.3,0.8,0.333,0.2,0.6,0.286,0.406,0.0,0.2,0.0,0.4,0.6,1.0,0.1,0.1,0.3,0.1,0.5,1.1,0.5499999999999997,5.238095238095235e-05
1433_2022_GSW,2022,1433,Jordan Poole,1610612744,GSW,SG,22,76,51,30.0,6.2,13.9,0.448,2.8,7.6,0.364,3.5,6.3,0.55,0.548,3.2,3.5,0.925,0.4,3.0,3.4,4.0,0.8,0.3,2.5,2.7,18.5,13.449999999999996,0.001191583610188261
1018_2022_HOU,2022,1018,Kevin Porter Jr.,1610612745,HOU,PG,21,61,61,31.3,5.5,13.2,0.415,2.5,6.8,0.375,3.0,6.5,0.456,0.511,2.0,3.2,0.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6,15.6,12.550000000000004,0.001650447133087849
1019_2022_DEN,2022,1019,Michael Porter Jr.,1610612743,DEN,SF,23,9,9,29.4,4.1,11.4,0.359,1.1,5.3,0.208,3.0,6.1,0.491,0.408,0.6,1.0,0.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9,8.299999999999997,0.0008676109339883967
1020_2022_GSW,2022,1020,Otto Porter Jr.,1610612744,GSW,PF,28,63,15,22.2,3.1,6.6,0.464,1.3,3.4,0.37,1.8,3.2,0.565,0.56,0.8,1.0,0.803,1.4,4.4,5.7,1.5,1.1,0.5,0.6,1.3,8.2,10.549999999999999,0.0009346622369878183
1318_2022_MIL,2022,1318,Bobby Portis,1610612749,MIL,C,26,72,59,28.2,5.8,12.1,0.479,1.8,4.7,0.393,3.9,7.4,0.533,0.555,1.2,1.6,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4,14.6,14.299999999999999,0.0013905095293660053
1023_2022_DAL,2022,1023,Kristaps Porzi??is,1610612742,DAL,PF,26,34,34,29.5,6.7,14.9,0.451,1.4,5.1,0.283,5.3,9.9,0.537,0.499,4.3,5.0,0.865,1.9,5.8,7.7,2.0,0.7,1.7,1.6,2.6,19.2,16.399999999999995,0.001659415157340888
