primary_key_composed,player_id,player_name,position,age,team_abbreviation,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season_id,TOTAL TEAM
103_2021,103,Maxi Kleber,PF,29,[DAL],17,11,25.6,2.2,5.1,0.43,1.7,3.8,0.453,0.5,1.3,0.364,0.599,1.0,1.1,0.944,0.9,4.4,5.4,1.5,0.4,0.8,0.6,2.4,7.1,2021,[DAL/DAL/DAL]
104_2021,104,John Konchar,SG,24,[MEM],16,0,16.5,1.5,3.5,0.429,0.4,1.4,0.318,1.1,2.1,0.5,0.491,0.9,1.0,0.938,1.0,2.8,3.8,1.1,1.1,0.3,0.5,1.4,4.4,2021,[MEM/MEM/MEM]
105_2021,105,Furkan Korkmaz,SG,23,[PHI],18,1,19.5,2.7,7.2,0.377,1.3,4.2,0.32,1.4,3.1,0.455,0.469,0.8,0.9,0.875,0.2,2.3,2.6,0.8,0.7,0.1,0.9,1.1,7.6,2021,[PHI/PHI/PHI]
106_2021,106,Rodions Kurucs,SF-PF,22,[TOT],14,0,5.2,0.4,1.4,0.3,0.2,1.0,0.214,0.2,0.4,0.5,0.375,0.1,0.1,0.5,0.1,0.7,0.9,0.3,0.4,0.1,0.5,0.6,1.1,2021,[BRK/HOU]
107_2021,107,Zach LaVine,SG,25,[CHI],27,27,35.6,10.2,19.6,0.52,3.6,8.2,0.437,6.6,11.4,0.58,0.612,4.5,5.3,0.847,0.8,4.7,5.5,5.2,1.1,0.4,3.9,2.6,28.5,2021,[CHI/CHI/CHI]
108_2021,108,Jake Layman,SF,26,[MIN],19,3,15.4,2.4,4.8,0.489,0.6,1.9,0.297,1.8,2.9,0.618,0.549,0.9,1.2,0.783,0.3,1.2,1.5,0.5,0.9,0.5,0.5,1.2,6.3,2021,[MIN/MIN]
109_2021,109,Jalen Lecque,PG,20,[IND],3,0,3.0,0.3,1.3,0.25,0.0,0.3,0.0,0.3,1.0,0.333,0.25,1.0,1.0,1.0,0.3,1.0,1.3,0.7,0.0,0.0,0.0,0.0,1.7,2021,[IND]
110_2021,110,Alex Len,C,27,[TOT],20,6,14.6,2.4,3.8,0.627,0.3,1.0,0.316,2.1,2.8,0.732,0.667,1.0,1.7,0.588,0.8,2.8,3.5,1.1,0.4,1.1,1.2,1.9,6.0,2021,[TOR/WAS/SAC/SAC]
111_2021,111,Kawhi Leonard,SF,29,[LAC],23,23,34.4,9.7,19.0,0.513,1.9,4.9,0.389,7.8,14.1,0.556,0.563,5.3,6.1,0.879,0.8,5.0,5.9,5.0,1.8,0.6,1.8,1.5,26.7,2021,[LAC/LAC]
112_2021,112,Kira Lewis Jr.,PG,19,[NOP],17,0,13.1,2.1,5.1,0.402,0.6,1.7,0.379,1.4,3.4,0.414,0.466,0.8,1.2,0.65,0.1,0.8,0.9,1.8,0.6,0.1,0.5,1.0,5.5,2021,[NOP/NOP]
113_2021,113,Damian Lillard,PG,30,[POR],27,27,35.9,9.2,20.4,0.451,4.1,10.8,0.384,5.1,9.6,0.527,0.553,7.2,7.7,0.933,0.5,3.9,4.4,7.7,1.1,0.3,3.1,1.6,29.8,2021,[POR/POR/POR]
114_2021,114,Nassir Little,PF,20,[POR],13,2,10.8,1.7,3.1,0.55,0.8,1.4,0.611,0.8,1.7,0.5,0.688,0.6,0.7,0.889,0.8,1.2,2.0,0.2,0.2,0.3,0.5,0.8,4.8,2021,[POR/POR/POR]
115_2021,115,Kevon Looney,C,24,[GSW],21,5,14.7,1.6,2.5,0.623,0.1,0.2,0.4,1.5,2.3,0.646,0.642,0.4,0.6,0.692,1.5,2.6,4.1,1.8,0.3,0.3,0.7,1.8,3.7,2021,[GSW/GSW/GSW]
116_2021,116,Brook Lopez,C,32,[MIL],28,28,27.1,3.9,8.5,0.46,1.6,4.6,0.359,2.3,3.9,0.578,0.557,1.3,1.6,0.841,1.5,3.6,5.1,0.6,0.5,1.3,0.8,1.9,10.8,2021,[MIL/MIL/MIL]
117_2021,117,Thon Maker,C,23,[CLE],8,0,9.5,1.3,2.3,0.556,0.0,0.3,0.0,1.3,2.0,0.625,0.556,1.3,1.4,0.909,1.0,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8,2021,[CLE]
118_2021,118,Théo Maledon,PG,19,[OKC],23,8,23.4,2.8,7.0,0.4,1.5,3.9,0.378,1.3,3.0,0.429,0.506,0.7,1.0,0.708,0.2,2.5,2.7,2.8,1.0,0.0,1.8,2.2,7.8,2021,[OKC/OKC]
119_2021,119,Karim Mané,PG,20,[ORL],6,0,9.3,0.2,1.5,0.111,0.2,0.3,0.5,0.0,1.2,0.0,0.167,0.7,0.7,1.0,0.0,1.7,1.7,0.2,0.0,0.2,0.5,0.5,1.2,2021,[ORL]
120_2021,120,Terance Mann,SG,24,[LAC],27,3,15.1,1.6,3.5,0.457,0.2,0.9,0.25,1.4,2.6,0.529,0.489,0.9,1.2,0.75,0.9,2.4,3.3,1.1,0.5,0.2,0.7,1.5,4.3,2021,[LAC/LAC/LAC]
121_2021,121,Nico Mannion,PG,19,[GSW],6,0,6.0,0.5,2.2,0.231,0.3,1.5,0.222,0.2,0.7,0.25,0.308,0.2,0.7,0.25,0.0,1.3,1.3,2.0,0.3,0.0,0.3,0.8,1.5,2021,[GSW]
122_2021,122,Boban Marjanović,C,32,[DAL],15,0,7.2,1.9,3.6,0.519,0.0,0.2,0.0,1.9,3.4,0.549,0.519,0.6,0.9,0.692,1.3,2.0,3.3,0.1,0.0,0.0,0.2,0.8,4.3,2021,[DAL]
123_2021,123,Naji Marshall,SF,23,[NOP],3,0,2.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.5,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.0,0.3,2021,[NOP/NOP/NOP]
124_2021,124,Cody Martin,SF,25,[CHO],17,0,9.4,1.2,2.2,0.526,0.2,0.8,0.231,1.0,1.5,0.68,0.566,0.5,0.6,0.8,0.6,1.4,2.0,0.9,0.4,0.0,0.5,0.5,3.0,2021,[CHO/CHO/CHO]
125_2021,125,Kenyon Martin Jr.,SF,20,[HOU],7,0,9.9,1.4,3.9,0.37,0.1,0.6,0.25,1.3,3.3,0.391,0.389,0.3,0.7,0.4,1.1,1.6,2.7,0.6,0.3,0.7,0.7,1.3,3.3,2021,[HOU/HOU]
126_2021,126,Frank Mason III,G,26,[ORL],4,1,19.8,2.3,6.0,0.375,0.5,1.3,0.4,1.8,4.8,0.368,0.417,1.3,1.8,0.714,0.8,2.3,3.0,3.0,0.0,0.0,1.3,1.8,6.3,2021,[ORL]
127_2021,127,Tyrese Maxey,SG,20,[PHI],28,6,16.9,3.7,8.1,0.456,0.5,1.9,0.278,3.1,6.1,0.512,0.489,0.8,0.9,0.88,0.2,1.7,1.9,1.7,0.5,0.1,0.6,1.2,8.7,2021,[PHI/PHI/PHI]
128_2021,128,T.J. McConnell,PG,28,[IND],26,1,24.0,2.7,5.3,0.504,0.2,0.6,0.375,2.5,4.7,0.52,0.525,0.2,0.5,0.333,0.7,2.7,3.3,6.6,1.7,0.4,1.7,1.6,5.8,2021,[IND/IND]
129_2021,129,Jaden McDaniels,PF,20,[MIN],23,1,18.7,2.0,5.1,0.398,1.0,2.7,0.381,1.0,2.4,0.418,0.5,0.3,0.7,0.4,0.7,2.7,3.3,1.0,0.3,1.1,0.8,2.5,5.4,2021,[MIN/MIN/MIN]
130_2021,130,Sean McDermott,SF,24,[MEM],6,0,15.3,1.2,2.5,0.467,0.7,1.8,0.364,0.5,0.7,0.75,0.6,0.7,0.7,1.0,0.5,0.8,1.3,0.5,0.2,0.2,0.5,0.7,3.7,2021,[MEM]
131_2021,131,Rodney McGruder,SG,29,[DET],8,0,8.0,1.1,2.4,0.474,0.4,0.9,0.429,0.8,1.5,0.5,0.553,0.4,0.4,1.0,0.4,0.8,1.1,0.8,0.0,0.1,0.5,0.5,3.0,2021,[DET/DET/DET]
132_2021,132,Jordan McLaughlin,PG,24,[MIN],17,0,18.2,2.2,5.5,0.394,0.5,1.4,0.375,1.6,4.1,0.4,0.441,0.4,0.5,0.778,0.5,1.7,2.2,4.6,1.0,0.2,1.2,0.8,5.3,2021,[MIN/MIN/MIN]
133_2021,133,Nicolò Melli,PF,30,[NOP],13,0,10.5,0.6,2.2,0.286,0.5,1.7,0.273,0.2,0.5,0.333,0.393,0.3,0.4,0.8,0.2,1.9,2.1,0.9,0.5,0.1,0.5,1.2,2.0,2021,[NOP]
134_2021,134,Chimezie Metu,C,23,[SAC],11,0,6.5,1.4,2.7,0.5,0.1,0.3,0.333,1.3,2.5,0.519,0.517,0.5,0.8,0.667,1.0,1.1,2.1,0.5,0.3,0.5,0.5,0.9,3.4,2021,[SAC/SAC/SAC]
135_2021,135,Khris Middleton,SF,29,[MIL],28,28,33.0,7.5,14.6,0.51,2.4,5.5,0.442,5.0,9.1,0.551,0.593,3.0,3.3,0.902,0.7,5.1,5.8,5.8,1.0,0.1,2.5,2.8,20.3,2021,[MIL/MIL/MIL]
136_2021,136,Darius Miller,SF,30,[OKC],12,0,9.3,0.9,2.0,0.458,0.8,1.8,0.429,0.2,0.3,0.667,0.646,0.3,0.3,1.0,0.1,1.2,1.3,0.8,0.4,0.3,0.4,0.8,2.8,2021,[OKC]
137_2021,137,Shake Milton,SG,24,[PHI],22,1,24.4,4.9,10.9,0.452,1.0,3.3,0.306,3.9,7.6,0.515,0.498,3.2,3.6,0.875,0.5,1.4,1.9,3.0,0.7,0.2,1.5,2.2,14.0,2021,[PHI/PHI/PHI]
138_2021,138,Adam Mokoka,SG,22,[CHI],7,0,6.0,0.7,2.0,0.357,0.1,1.1,0.125,0.6,0.9,0.667,0.393,0.0,0.0,0.0,0.1,0.4,0.6,0.6,0.3,0.1,0.3,0.7,1.6,2021,[CHI]
139_2021,139,E'Twaun Moore,SG,31,[PHO],14,1,16.2,2.3,5.2,0.438,0.4,1.4,0.263,1.9,3.9,0.5,0.473,0.4,0.6,0.75,0.4,1.1,1.4,1.6,0.8,0.1,0.9,1.6,5.4,2021,[PHO]
140_2021,140,Ja Morant,PG,21,[MEM],16,16,30.3,6.8,14.9,0.458,0.8,3.3,0.25,6.0,11.6,0.516,0.485,4.3,5.4,0.802,0.8,2.3,3.1,8.3,0.9,0.3,3.2,1.4,18.8,2021,[MEM/MEM/MEM]
141_2021,141,Marcus Morris,PF,31,[LAC],21,2,25.0,4.5,10.0,0.45,2.5,5.0,0.5,2.0,5.0,0.4,0.576,1.7,1.9,0.897,0.8,3.0,3.8,0.9,0.6,0.3,1.0,1.8,13.2,2021,[LAC/LAC/LAC]
142_2021,142,Jamal Murray,PG,23,[DEN],26,26,34.9,7.2,15.9,0.452,2.3,6.3,0.358,4.9,9.6,0.514,0.523,2.8,3.4,0.809,0.7,3.6,4.3,4.5,1.1,0.3,2.3,2.1,19.4,2021,[DEN/DEN]
143_2021,143,Sviatoslav Mykhailiuk,SF,23,[DET],27,0,15.4,2.1,5.6,0.38,1.4,4.3,0.322,0.7,1.3,0.571,0.503,0.8,0.9,0.875,0.3,1.6,1.9,1.2,0.6,0.2,0.7,0.9,6.4,2021,[DET]
144_2021,144,Abdel Nader,SF,27,[PHO],12,0,14.3,2.6,5.2,0.5,0.8,2.1,0.4,1.8,3.1,0.568,0.581,1.2,1.5,0.778,0.0,2.4,2.4,0.9,0.4,0.1,0.7,1.1,7.2,2021,[PHO/PHO]
145_2021,145,Zeke Nnaji,PF,20,[DEN],15,0,7.5,1.1,2.1,0.5,0.7,1.3,0.5,0.4,0.8,0.5,0.656,0.1,0.3,0.5,0.3,0.5,0.9,0.0,0.1,0.1,0.0,0.5,2.9,2021,[DEN/DEN/DEN]
146_2021,146,Jaylen Nowell,SG,21,[MIN],15,0,15.7,3.5,7.7,0.457,1.1,3.2,0.354,2.4,4.5,0.529,0.53,1.5,1.9,0.786,0.5,1.2,1.7,0.9,0.4,0.3,0.6,1.8,9.7,2021,[MIN/MIN/MIN]
147_2021,147,Jusuf Nurkić,C,26,[POR],12,12,23.3,4.2,8.6,0.485,0.3,1.0,0.25,3.9,7.6,0.516,0.5,1.3,2.3,0.556,1.9,5.8,7.7,2.8,0.9,0.9,1.9,2.8,9.8,2021,[POR]
148_2021,148,David Nwaba,SF,28,[HOU],24,9,23.3,3.4,7.0,0.482,0.6,2.2,0.264,2.8,4.8,0.583,0.524,1.4,2.1,0.68,1.2,2.5,3.7,1.1,1.1,0.8,0.6,2.1,8.8,2021,[HOU/HOU]
149_2021,149,Jahlil Okafor,C,25,[DET],12,0,10.0,2.1,3.5,0.595,0.0,0.3,0.0,2.1,3.3,0.641,0.595,0.1,0.2,0.5,1.1,1.2,2.3,0.3,0.2,0.2,0.3,0.8,4.3,2021,[DET]
150_2021,150,Chuma Okeke,PF,22,[ORL],13,0,21.7,1.7,4.5,0.379,0.7,2.2,0.31,1.0,2.2,0.448,0.457,0.2,0.5,0.5,1.2,2.2,3.4,2.1,0.8,0.3,0.7,1.0,4.3,2021,[ORL/ORL/ORL]
151_2021,151,Onyeka Okongwu,C,20,[ATL],9,1,10.3,1.1,2.1,0.526,0.0,0.0,0.0,1.1,2.1,0.526,0.526,0.8,1.3,0.583,0.7,2.1,2.8,0.4,0.4,0.7,0.6,1.7,3.0,2021,[ATL/ATL/ATL]
152_2021,152,Isaac Okoro,SG,20,[CLE],24,24,33.0,2.8,7.1,0.388,0.7,2.7,0.25,2.1,4.4,0.472,0.435,1.3,1.9,0.674,0.9,1.5,2.4,1.9,1.1,0.4,1.4,2.9,7.5,2021,[CLE/CLE/CLE]
153_2021,153,Victor Oladipo,SG,28,[TOT],20,20,32.0,7.0,17.5,0.401,2.4,7.3,0.329,4.6,10.2,0.453,0.47,2.7,3.7,0.74,0.2,5.0,5.2,4.6,1.4,0.4,2.2,2.4,19.1,2021,[IND/HOU/MIA/MIA]
154_2021,154,Miye Oni,SG,23,[UTA],23,0,8.0,0.4,1.3,0.323,0.4,1.1,0.346,0.0,0.2,0.2,0.468,0.2,0.3,0.833,0.5,1.3,1.8,0.3,0.1,0.2,0.3,1.1,1.5,2021,[UTA/UTA]
155_2021,155,Cedi Osman,SF,25,[CLE],29,13,26.4,4.1,10.9,0.381,2.1,6.1,0.341,2.1,4.8,0.432,0.476,1.1,1.4,0.786,0.7,2.7,3.3,2.6,0.9,0.1,1.0,2.1,11.5,2021,[CLE/CLE/CLE]
156_2021,156,Anžejs Pasečņiks,C,25,[WAS],1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,2021,[WAS]
157_2021,157,Patrick Patterson,PF,31,[LAC],10,1,13.0,1.6,3.8,0.421,1.0,2.8,0.357,0.6,1.0,0.6,0.553,0.3,0.4,0.75,0.4,1.6,2.0,0.5,0.3,0.1,0.7,1.3,4.5,2021,[LAC]
158_2021,158,Chris Paul,PG,35,[PHO],26,26,32.4,6.5,13.4,0.489,1.5,4.0,0.369,5.1,9.4,0.539,0.543,2.7,2.7,0.972,0.6,4.1,4.7,8.2,1.2,0.3,2.3,2.7,17.2,2021,[PHO/PHO/PHO]
159_2021,159,Cameron Payne,PG,26,[PHO],16,0,17.2,2.6,5.6,0.461,0.9,2.4,0.395,1.6,3.2,0.51,0.545,0.6,0.6,1.0,0.1,1.8,1.9,3.6,0.6,0.2,1.2,2.1,6.6,2021,[PHO/PHO/PHO]
160_2021,160,Vincent Poirier,C,27,[PHI],4,0,4.5,0.3,0.8,0.333,0.0,0.0,0.0,0.3,0.8,0.333,0.333,0.5,1.0,0.5,0.5,0.5,1.0,0.3,0.0,0.5,0.3,0.3,1.0,2021,[PHI]
161_2021,161,Aleksej Pokusevski,PF,19,[OKC],17,0,17.4,1.4,5.5,0.247,0.6,3.3,0.179,0.8,2.2,0.351,0.301,0.0,0.0,0.0,0.3,3.2,3.5,1.2,0.5,1.1,1.3,0.9,3.3,2021,[OKC/OKC/OKC]
162_2021,162,Jordan Poole,SG,21,[GSW],15,0,9.5,1.7,4.1,0.426,0.9,2.6,0.333,0.9,1.5,0.591,0.533,1.2,1.3,0.947,0.1,1.1,1.2,0.9,0.2,0.1,0.5,0.9,5.5,2021,[GSW/GSW/GSW]
163_2021,163,Michael Porter Jr.,SF,22,[DEN],18,11,27.0,5.1,10.8,0.474,2.1,5.7,0.373,3.0,5.1,0.587,0.572,1.3,1.7,0.8,1.2,4.9,6.1,1.1,1.1,1.2,1.1,2.3,13.7,2021,[DEN/DEN]
164_2021,164,Otto Porter,SF,27,[CHI],16,6,23.3,4.0,9.0,0.444,1.8,4.4,0.4,2.3,4.6,0.486,0.542,1.9,2.3,0.833,1.3,5.0,6.3,2.0,0.6,0.2,0.9,1.6,11.6,2021,[CHI]
165_2021,165,Bobby Portis,C,25,[MIL],28,1,21.8,5.0,9.0,0.556,1.1,2.2,0.484,3.9,6.8,0.579,0.615,0.7,1.0,0.679,2.0,5.3,7.3,1.1,0.9,0.4,0.8,2.0,11.8,2021,[MIL/MIL/MIL]
166_2021,166,Kristaps Porziņģis,C,25,[DAL],17,17,29.9,7.8,16.4,0.473,2.2,6.4,0.352,5.5,10.1,0.55,0.541,2.8,3.2,0.855,2.1,6.2,8.2,1.3,0.4,1.6,1.2,3.3,20.5,2021,[DAL]
167_2021,167,Dwight Powell,C,29,[DAL],17,6,16.3,1.4,2.8,0.511,0.1,0.4,0.143,1.4,2.4,0.575,0.521,1.8,2.6,0.689,1.2,2.4,3.6,0.9,0.8,0.4,0.6,2.4,4.7,2021,[DAL/DAL/DAL]
168_2021,168,Taurean Prince,PF,26,[TOT],27,10,21.9,2.8,7.2,0.392,1.4,3.5,0.4,1.4,3.7,0.384,0.49,1.7,2.0,0.849,0.4,3.2,3.6,1.7,0.7,0.7,1.1,1.9,8.7,2021,[BRK/CLE/MIN/MIN]
169_2021,169,Payton Pritchard,SG,23,[BOS],22,1,21.5,3.0,6.3,0.475,1.5,3.5,0.41,1.5,2.8,0.557,0.59,0.5,0.6,0.923,0.5,2.0,2.5,2.4,0.6,0.2,1.3,2.0,8.0,2021,[BOS/BOS/BOS]
170_2021,170,Immanuel Quickley,PG,21,[NYK],26,0,19.4,3.9,9.8,0.395,1.7,4.6,0.367,2.2,5.2,0.419,0.48,2.9,3.1,0.95,0.4,2.0,2.3,2.7,0.4,0.3,0.9,2.1,12.4,2021,[NYK/NYK/NYK]
171_2021,171,Jahmi'us Ramsey,SG,19,[SAC],4,0,4.0,0.5,1.0,0.5,0.3,0.8,0.333,0.3,0.3,1.0,0.625,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.0,1.3,2021,[SAC/SAC]
172_2021,172,Chasson Randle,G,27,[ORL],1,0,19.0,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,4.0,2.0,2021,[ORL]
173_2021,173,Julius Randle,PF,26,[NYK],30,30,36.7,8.1,16.9,0.48,1.8,4.5,0.407,6.3,12.4,0.507,0.535,5.1,6.4,0.802,1.4,9.5,10.9,5.5,0.7,0.2,3.3,3.1,23.2,2021,[NYK/NYK/NYK]
174_2021,174,J.J. Redick,SG,36,[NOP],25,0,18.2,2.5,6.7,0.377,1.7,4.7,0.368,0.8,2.0,0.4,0.506,1.4,1.4,0.972,0.1,1.4,1.5,1.1,0.3,0.1,0.8,1.2,8.2,2021,[NOP]
175_2021,175,Paul Reed,PF,21,[PHI],5,0,11.0,1.8,4.4,0.409,0.0,0.6,0.0,1.8,3.8,0.474,0.409,0.0,0.0,0.0,1.4,0.6,2.0,0.6,0.2,0.8,1.0,0.8,3.6,2021,[PHI/PHI/PHI]
176_2021,176,Naz Reid,C,21,[MIN],27,13,21.5,4.9,9.3,0.524,1.1,2.7,0.397,3.8,6.6,0.576,0.582,1.7,2.3,0.73,1.3,3.6,4.9,1.3,0.7,1.2,1.1,3.1,12.5,2021,[MIN/MIN/MIN]
177_2021,177,Nick Richards,PF,23,[CHO],8,0,2.9,0.4,0.8,0.5,0.0,0.0,0.0,0.4,0.8,0.5,0.5,0.6,0.8,0.833,0.3,0.5,0.8,0.0,0.0,0.0,0.1,0.5,1.4,2021,[CHO/CHO/CHO]
178_2021,178,Duncan Robinson,SF,26,[MIA],28,28,33.3,4.0,9.7,0.415,3.3,8.4,0.389,0.8,1.4,0.579,0.583,1.3,1.5,0.854,0.0,3.8,3.8,1.5,0.4,0.3,1.5,2.3,12.6,2021,[MIA/MIA/MIA]
179_2021,179,Glenn Robinson III,SF,27,[SAC],22,1,15.7,1.8,4.2,0.43,0.7,2.0,0.372,1.1,2.3,0.48,0.516,1.0,1.0,0.913,0.3,1.3,1.6,0.9,0.1,0.1,0.5,1.0,5.3,2021,[SAC]
180_2021,180,Jerome Robinson,SG,23,[WAS],13,3,17.0,1.7,5.2,0.328,0.7,2.4,0.29,1.0,2.8,0.361,0.396,1.2,1.3,0.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2,2021,[WAS]
181_2021,181,Mitchell Robinson,C,22,[NYK],27,27,28.8,3.8,5.8,0.66,0.0,0.0,0.0,3.8,5.8,0.66,0.66,0.8,1.7,0.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4,2021,[NYK/NYK/NYK]
182_2021,182,Derrick Rose,PG,32,[TOT],20,0,22.3,5.0,11.7,0.427,0.8,2.4,0.333,4.2,9.3,0.452,0.462,2.7,3.2,0.841,0.4,1.8,2.2,4.0,1.2,0.4,1.9,1.1,13.5,2021,[DET/NYK/NYK/NYK]
183_2021,183,Terry Rozier,SG,26,[CHO],26,26,33.3,7.5,15.2,0.49,3.4,7.7,0.445,4.0,7.5,0.536,0.602,2.2,2.8,0.795,0.6,3.5,4.1,3.0,1.3,0.5,1.7,2.0,20.6,2021,[CHO/CHO/CHO]
184_2021,184,Luka Šamanić,PF,21,[SAS],4,0,2.8,0.5,1.5,0.333,0.5,0.8,0.667,0.0,0.8,0.0,0.5,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2021,[SAS]
185_2021,185,JaKarr Sampson,PF,27,[IND],13,0,6.0,0.8,1.9,0.44,0.0,0.2,0.0,0.8,1.7,0.5,0.44,0.6,0.8,0.8,0.5,1.5,2.0,0.0,0.1,0.2,0.2,0.7,2.3,2021,[IND]
186_2021,186,Dario Šarić,PF,26,[PHO],10,0,18.1,3.5,8.0,0.438,1.1,3.5,0.314,2.4,4.5,0.533,0.506,2.3,2.4,0.958,0.7,3.3,4.0,1.2,1.0,0.2,1.4,2.0,10.4,2021,[PHO]
187_2021,187,Tomáš Satoranský,SG,29,[CHI],16,0,20.0,2.3,4.6,0.493,0.7,1.6,0.44,1.6,3.0,0.521,0.568,1.2,1.3,0.905,0.3,2.4,2.7,4.9,0.6,0.2,1.5,1.3,6.4,2021,[CHI]
188_2021,188,Mike Scott,PF,32,[PHI],11,3,17.5,1.5,4.4,0.333,1.0,3.5,0.289,0.5,0.9,0.5,0.448,0.2,0.3,0.667,0.4,2.3,2.6,0.1,0.3,0.2,0.5,1.4,4.1,2021,[PHI]
189_2021,189,Pascal Siakam,PF,26,[TOR],25,25,35.8,7.6,16.8,0.455,1.2,4.2,0.298,6.4,12.6,0.506,0.492,4.1,5.1,0.797,2.2,5.6,7.8,4.5,1.2,0.6,2.2,3.1,20.6,2021,[TOR/TOR/TOR]
190_2021,190,Anfernee Simons,SG,21,[POR],25,0,17.9,3.0,7.4,0.413,2.2,5.2,0.42,0.8,2.1,0.396,0.563,0.8,0.9,0.826,0.2,2.1,2.3,1.2,0.2,0.2,0.8,1.7,9.0,2021,[POR/POR/POR]
191_2021,191,Deividas Sirvydis,SG,20,[DET],4,0,1.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2021,[DET/DET]
192_2021,192,Marcus Smart,PG,26,[BOS],17,17,32.3,4.4,11.1,0.394,1.6,5.3,0.311,2.7,5.8,0.469,0.468,2.7,3.6,0.742,0.4,2.4,2.8,6.1,1.8,0.5,1.8,2.3,13.1,2021,[BOS/BOS/BOS]
193_2021,193,Dennis Smith Jr.,PG,23,[TOT],7,0,12.1,1.6,4.7,0.333,0.3,1.7,0.167,1.3,3.0,0.429,0.364,1.1,1.4,0.8,0.3,0.9,1.1,1.6,0.4,0.1,0.7,0.7,4.6,2021,[NYK/DET/POR]
194_2021,194,Ray Spalding,F,23,[HOU],2,0,9.5,1.0,2.0,0.5,0.0,0.5,0.0,1.0,1.5,0.667,0.5,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0,2021,[HOU]
195_2021,195,Lamar Stevens,PF,23,[CLE],18,0,14.7,1.7,4.3,0.403,0.1,0.8,0.133,1.6,3.4,0.468,0.416,1.0,1.5,0.667,0.4,2.2,2.6,1.1,0.4,0.3,0.4,1.2,4.6,2021,[CLE/CLE/CLE]
196_2021,196,Isaiah Stewart,C,19,[DET],26,2,17.9,2.2,4.2,0.523,0.0,0.2,0.25,2.2,4.0,0.533,0.528,0.8,1.2,0.7,2.5,2.9,5.4,0.7,0.5,0.9,0.8,2.7,5.2,2021,[DET/DET/DET]
197_2021,197,Max Strus,SF,24,[MIA],16,0,14.7,2.6,4.9,0.519,1.7,4.0,0.422,0.9,0.9,0.933,0.69,0.4,0.6,0.778,0.1,1.0,1.1,0.5,0.1,0.0,0.2,1.2,7.3,2021,[MIA/MIA/MIA]
198_2021,198,Jae'Sean Tate,SF,25,[HOU],28,18,27.3,4.0,7.3,0.549,0.7,2.1,0.328,3.3,5.2,0.637,0.596,1.2,1.6,0.717,1.6,3.4,5.1,1.8,0.9,0.6,1.2,3.0,9.9,2021,[HOU/HOU/HOU]
199_2021,199,Jayson Tatum,SF,22,[BOS],23,23,35.2,9.3,20.8,0.449,2.7,7.0,0.389,6.6,13.8,0.479,0.515,4.4,5.0,0.886,0.6,6.4,7.0,4.7,1.3,0.4,2.4,1.9,25.8,2021,[BOS/BOS/BOS]
200_2021,200,Jeff Teague,PG,32,[BOS],23,3,17.3,1.8,5.7,0.323,0.7,1.7,0.421,1.1,4.0,0.283,0.385,1.2,1.3,0.9,0.3,1.3,1.6,2.0,0.9,0.1,1.1,1.0,5.5,2021,[BOS]
201_2021,201,Sindarius Thornwell,SG,26,[NOP],10,1,5.1,0.5,1.2,0.417,0.3,0.6,0.5,0.2,0.6,0.333,0.542,0.0,0.2,0.0,0.1,0.2,0.3,0.2,0.4,0.0,0.1,0.3,1.3,2021,[NOP]
202_2021,202,Xavier Tillman Sr.,PF,22,[MEM],19,6,21.2,3.4,6.3,0.546,0.5,1.3,0.375,2.9,5.0,0.589,0.584,0.6,0.8,0.75,1.4,3.1,4.5,1.6,1.0,0.6,0.9,2.5,7.9,2021,[MEM/MEM]
203_2021,203,Obi Toppin,PF,22,[NYK],20,0,12.0,2.0,4.2,0.482,0.6,1.9,0.297,1.5,2.3,0.63,0.548,0.4,0.5,0.7,0.3,2.2,2.4,0.5,0.2,0.5,0.5,0.9,4.9,2021,[NYK/NYK/NYK]
204_2021,204,Karl-Anthony Towns,C,25,[MIN],9,9,33.1,7.7,15.1,0.507,2.0,4.7,0.429,5.7,10.4,0.543,0.574,4.4,4.8,0.93,3.1,7.4,10.6,3.3,1.0,1.9,2.8,3.3,21.8,2021,[MIN/MIN/MIN]
