primary_key_composed,season_id,player_id,player_name,team_id,team_abbreviation,position,age,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,divisor_pie,pie,Predicted_PIE_XGB
1345_2021_IND,2021,1345,Victor Oladipo,1610612754,IND,SG,28,9,9,33.3,7.1,16.9,0.421,2.8,7.7,0.362,4.3,9.2,0.47,0.503,3.0,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,16.150000000000002,0.0022315876744507,0.0022292116
1345_2021_HOU,2021,1345,Victor Oladipo,1610612745,HOU,SG,28,11,11,30.9,6.9,17.9,0.386,2.1,7.0,0.299,4.8,10.9,0.442,0.444,2.5,3.3,0.75,0.3,4.5,4.8,4.9,1.1,0.5,2.4,2.3,18.4,12.8,0.0020117878192534,0.0020072558
1305_2021_MIA,2021,1305,Kelly Olynyk,1610612748,MIA,C,29,27,22,26.0,3.6,8.5,0.424,2.1,6.1,0.343,1.5,2.3,0.635,0.548,0.6,0.8,0.714,1.0,4.8,5.8,2.0,0.8,0.7,1.3,2.6,9.9,9.35,0.0013176437429537,0.0012173633
995_2021_UTA,2021,995,Miye Oni,1610612762,UTA,SG,23,23,0,8.0,0.4,1.3,0.323,0.4,1.1,0.346,0.0,0.2,0.2,0.468,0.2,0.3,0.833,0.5,1.3,1.8,0.3,0.1,0.2,0.3,1.1,1.5,1.1499999999999997,0.000134267367192,0.00014830915
1360_2021_CLE,2021,1360,Cedi Osman,1610612739,CLE,SF,25,29,13,26.4,4.1,10.9,0.381,2.1,6.1,0.341,2.1,4.8,0.432,0.476,1.1,1.4,0.786,0.7,2.7,3.3,2.6,0.9,0.1,1.0,2.1,11.5,7.9,0.0013267276849441,0.0011300029
997_2021_LAC,2021,997,Daniel Oturu,1610612746,LAC,C,21,10,0,4.2,0.9,1.5,0.6,0.0,0.1,0.0,0.9,1.4,0.643,0.6,0.2,0.2,1.0,0.5,0.9,1.4,0.4,0.0,0.3,0.2,0.6,2.0,2.3,0.0002526223296172,0.00026660564
998_2021_GSW,2021,998,Kelly Oubre Jr.,1610612744,GSW,SF,25,29,29,29.4,5.2,12.7,0.41,1.7,5.3,0.31,3.6,7.3,0.484,0.476,2.2,2.9,0.759,1.4,4.5,5.9,1.4,1.1,0.8,1.4,2.4,14.2,10.299999999999995,0.0014467308097478,0.0015991491
1003_2021_GSW,2021,1003,Eric Paschall,1610612744,GSW,PF,24,26,2,17.7,3.9,7.7,0.507,0.5,1.4,0.333,3.5,6.3,0.545,0.537,1.7,2.4,0.714,0.9,2.5,3.4,1.3,0.2,0.1,0.8,1.7,10.0,7.500000000000001,0.0010534447643795,0.000889565
359_2021_WAS,2021,359,Anžejs Pasečņiks,1610612764,WAS,C,25,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,-6.5,-0.0008763060330299,5.7773745e-05
360_2021_LAC,2021,360,Patrick Patterson,1610612746,LAC,PF,31,10,1,13.0,1.6,3.8,0.421,1.0,2.8,0.357,0.6,1.0,0.6,0.553,0.3,0.4,0.75,0.4,1.6,2.0,0.5,0.3,0.1,0.7,1.3,4.5,2.85,0.0003130320171343,0.00044998288
1247_2021_PHO,2021,1247,Chris Paul,1610612756,PHX,PG,35,26,26,32.4,6.5,13.4,0.489,1.5,4.0,0.369,5.1,9.4,0.539,0.543,2.7,2.7,0.972,0.6,4.1,4.7,8.2,1.2,0.3,2.3,2.7,17.2,19.25,0.0019672968829841,0.0021243107
1381_2021_PHO,2021,1381,Cameron Payne,1610612756,PHX,PG,26,16,0,17.2,2.6,5.6,0.461,0.9,2.4,0.395,1.6,3.2,0.51,0.545,0.6,0.6,1.0,0.1,1.8,1.9,3.6,0.6,0.2,1.2,2.1,6.6,6.449999999999998,0.0006591722023505,0.00097291364
1006_2021_NYK,2021,1006,Elfrid Payton,1610612752,NYK,PG,26,30,30,27.7,5.2,11.8,0.441,0.5,1.9,0.25,4.7,9.9,0.477,0.46,1.4,1.9,0.719,1.3,2.6,3.8,3.6,0.6,0.2,1.9,2.0,12.2,8.749999999999995,0.0012951450562462,0.0014871664
1008_2021_BRK,2021,1008,Norvel Pelle,1610612751,BKN,F-C,27,3,0,9.3,1.0,2.3,0.429,0.0,0.0,0.0,1.0,2.3,0.429,0.429,0.0,0.0,0.0,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0,2.0,-1.0,-0.0001130390549935,0.00021499033
1010_2021_BRK,2021,1010,Reggie Perry,1610612751,BKN,PF,20,14,0,10.5,1.5,3.6,0.412,0.1,0.9,0.167,1.4,2.8,0.487,0.431,0.4,0.6,0.667,1.2,2.4,3.6,0.9,0.1,0.4,0.8,1.9,3.6,2.8,0.0003165093539818,0.00042280334
1528_2021_NYK,2021,1528,Theo Pinson,1610612752,NYK,SG,25,9,0,2.3,0.1,0.8,0.143,0.0,0.7,0.0,0.1,0.1,1.0,0.143,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.2,-0.7,-0.0001036116044997,5.7773745e-05
1338_2021_DET,2021,1338,Mason Plumlee,1610612765,DET,C,30,26,26,27.9,4.2,7.0,0.596,0.0,0.2,0.0,4.2,6.8,0.612,0.596,1.8,2.6,0.691,3.0,5.8,8.8,3.4,0.9,0.7,2.0,3.5,10.2,13.049999999999995,0.0021147301895964,0.0018591381
1334_2021_SAS,2021,1334,Jakob Poeltl,1610612759,SAS,C,25,27,9,22.2,3.0,4.9,0.611,0.0,0.0,0.0,3.0,4.9,0.611,0.611,0.4,1.4,0.316,3.0,4.0,7.0,1.7,0.6,1.5,1.1,2.1,6.4,8.85,0.0012843770408533,0.0012024732
369_2021_PHI,2021,369,Vincent Poirier,1610612755,PHI,C,27,4,0,4.5,0.3,0.8,0.333,0.0,0.0,0.0,0.3,0.8,0.333,0.333,0.5,1.0,0.5,0.5,0.5,1.0,0.3,0.0,0.5,0.3,0.3,1.0,0.7,8.39278220730172e-05,8.671479e-05
1448_2021_OKC,2021,1448,Aleksej Pokusevski,1610612760,OKC,PF,19,17,0,17.4,1.4,5.5,0.247,0.6,3.3,0.179,0.8,2.2,0.351,0.301,0.0,0.0,0.0,0.3,3.2,3.5,1.2,0.5,1.1,1.3,0.9,3.3,2.5999999999999988,0.0004318219564856,0.0005062596
1433_2021_GSW,2021,1433,Jordan Poole,1610612744,GSW,SG,21,15,0,9.5,1.7,4.1,0.426,0.9,2.6,0.333,0.9,1.5,0.591,0.533,1.2,1.3,0.947,0.1,1.1,1.2,0.9,0.2,0.1,0.5,0.9,5.5,3.900000000000001,0.0005477912774773,0.00046302754
1019_2021_DEN,2021,1019,Michael Porter Jr.,1610612743,DEN,SF,22,18,11,27.0,5.1,10.8,0.474,2.1,5.7,0.373,3.0,5.1,0.587,0.572,1.3,1.7,0.8,1.2,4.9,6.1,1.1,1.1,1.2,1.1,2.3,13.7,12.499999999999996,0.0014848250876046,0.0016357085
373_2021_CHI,2021,373,Otto Porter,1610612741,CHI,SF,27,16,6,23.3,4.0,9.0,0.444,1.8,4.4,0.4,2.3,4.6,0.486,0.542,1.9,2.3,0.833,1.3,5.0,6.3,2.0,0.6,0.2,0.9,1.6,11.6,12.05,0.0017208139950017,0.0013957437
1318_2021_MIL,2021,1318,Bobby Portis,1610612749,MIL,C,25,28,1,21.8,5.0,9.0,0.556,1.1,2.2,0.484,3.9,6.8,0.579,0.615,0.7,1.0,0.679,2.0,5.3,7.3,1.1,0.9,0.4,0.8,2.0,11.8,13.2,0.0013125839009595,0.001632881
375_2021_DAL,2021,375,Kristaps Porziņģis,1610612742,DAL,C,25,17,17,29.9,7.8,16.4,0.473,2.2,6.4,0.352,5.5,10.1,0.55,0.541,2.8,3.2,0.855,2.1,6.2,8.2,1.3,0.4,1.6,1.2,3.3,20.5,16.750000000000004,0.0022566520714045,0.0021396226
1315_2021_DAL,2021,1315,Dwight Powell,1610612742,DAL,C,29,17,6,16.3,1.4,2.8,0.511,0.1,0.4,0.143,1.4,2.4,0.575,0.521,1.8,2.6,0.689,1.2,2.4,3.6,0.9,0.8,0.4,0.6,2.4,4.7,4.4,0.0005927921859211,0.0005406999
1282_2021_TOR,2021,1282,Norman Powell,1610612761,TOR,SG,27,26,15,28.3,5.5,11.8,0.464,2.3,5.3,0.424,3.2,6.5,0.497,0.56,3.0,3.4,0.876,0.4,2.5,2.9,1.5,1.1,0.2,1.4,2.0,16.3,11.599999999999998,0.001736007183478,0.0014254848
1364_2021_BRK,2021,1364,Taurean Prince,1610612751,BKN,PF,26,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.351,1.4,3.1,0.459,0.493,2.0,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,5.849999999999999,0.0006612784717119,0.00080489577
1364_2021_CLE,2021,1364,Taurean Prince,1610612739,CLE,PF,26,15,6,24.9,3.1,8.0,0.383,1.7,3.9,0.431,1.4,4.1,0.339,0.488,1.4,1.7,0.808,0.7,3.6,4.3,2.6,0.7,0.7,1.3,1.9,9.2,8.399999999999997,0.0014106977915861,0.0011510337
1502_2021_BOS,2021,1502,Payton Pritchard,1610612738,BOS,SG,23,22,1,21.5,3.0,6.3,0.475,1.5,3.5,0.41,1.5,2.8,0.557,0.59,0.5,0.6,0.923,0.5,2.0,2.5,2.4,0.6,0.2,1.3,2.0,8.0,6.65,0.0009417929471746,0.000921509
1494_2021_NYK,2021,1494,Immanuel Quickley,1610612752,NYK,PG,21,26,0,19.4,3.9,9.8,0.395,1.7,4.6,0.367,2.2,5.2,0.419,0.48,2.9,3.1,0.95,0.4,2.0,2.3,2.7,0.4,0.3,0.9,2.1,12.4,8.75,0.0012951450562462,0.0010382778
1035_2021_SAC,2021,1035,Jahmi'us Ramsey,1610612758,SAC,SG,19,4,0,4.0,0.5,1.0,0.5,0.3,0.8,0.333,0.3,0.3,1.0,0.625,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.0,1.3,1.95,0.0002814258911819,0.00019695984
383_2021_ORL,2021,383,Chasson Randle,1610612753,ORL,G,27,1,0,19.0,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0001668891855807,0.000580437
1253_2021_NYK,2021,1253,Julius Randle,1610612752,NYK,PF,26,30,30,36.7,8.1,16.9,0.48,1.8,4.5,0.407,6.3,12.4,0.507,0.535,5.1,6.4,0.802,1.4,9.5,10.9,5.5,0.7,0.2,3.3,3.1,23.2,23.2,0.0034339846062759,0.0030896296
1383_2021_ATL,2021,1383,Cam Reddish,1610612737,ATL,SF,21,24,19,28.8,3.8,10.1,0.376,1.3,4.9,0.265,2.5,5.2,0.48,0.44,2.6,3.2,0.805,0.8,3.2,4.0,1.4,1.1,0.3,1.3,2.7,11.5,6.850000000000002,0.0007972532588454,0.0010610274
386_2021_NOP,2021,386,J.J. Redick,1610612740,NOP,SG,36,25,0,18.2,2.5,6.7,0.377,1.7,4.7,0.368,0.8,2.0,0.4,0.506,1.4,1.4,0.972,0.1,1.4,1.5,1.1,0.3,0.1,0.8,1.2,8.2,4.899999999999999,0.0006734006734006,0.0006621224
1557_2021_PHI,2021,1557,Paul Reed,1610612755,PHI,PF,21,5,0,11.0,1.8,4.4,0.409,0.0,0.6,0.0,1.8,3.8,0.474,0.409,0.0,0.0,0.0,1.4,0.6,2.0,0.6,0.2,0.8,1.0,0.8,3.6,1.7000000000000002,0.0002038247107487,0.0003606262
1535_2021_MIN,2021,1535,Naz Reid,1610612750,MIN,C,21,27,13,21.5,4.9,9.3,0.524,1.1,2.7,0.397,3.8,6.6,0.576,0.582,1.7,2.3,0.73,1.3,3.6,4.9,1.3,0.7,1.2,1.1,3.1,12.5,10.15,0.0015303430079155,0.0014200822
1554_2021_CHO,2021,1554,Nick Richards,1610612766,CHA,PF,23,8,0,2.9,0.4,0.8,0.5,0.0,0.0,0.0,0.4,0.8,0.5,0.5,0.6,0.8,0.833,0.3,0.5,0.8,0.0,0.0,0.0,0.1,0.5,1.4,0.8499999999999998,0.0001257303453886,0.00018102916
1308_2021_DAL,2021,1308,Josh Richardson,1610612742,DAL,SG,27,19,19,31.6,4.4,10.3,0.423,1.5,5.2,0.296,2.8,5.2,0.551,0.497,2.2,2.4,0.933,1.0,1.9,2.9,2.7,0.8,0.2,1.4,2.9,12.5,8.099999999999996,0.0010912765240821,0.0012574687
1468_2021_NYK,2021,1468,Austin Rivers,1610612752,NYK,SG,28,21,2,21.0,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.533,0.5,0.7,0.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3,5.699999999999999,0.0008436944937833,0.0008040226
1281_2021_MIA,2021,1281,Duncan Robinson,1610612748,MIA,SF,26,28,28,33.3,4.0,9.7,0.415,3.3,8.4,0.389,0.8,1.4,0.579,0.583,1.3,1.5,0.854,0.0,3.8,3.8,1.5,0.4,0.3,1.5,2.3,12.6,8.750000000000004,0.0012330890642615,0.0012440633
393_2021_SAC,2021,393,Glenn Robinson III,1610612758,SAC,SF,27,22,1,15.7,1.8,4.2,0.43,0.7,2.0,0.372,1.1,2.3,0.48,0.516,1.0,1.0,0.913,0.3,1.3,1.6,0.9,0.1,0.1,0.5,1.0,5.3,3.9,0.0005628517823639,0.00045315354
394_2021_WAS,2021,394,Jerome Robinson,1610612764,WAS,SG,23,13,3,17.0,1.7,5.2,0.328,0.7,2.4,0.29,1.0,2.8,0.361,0.396,1.2,1.3,0.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2,3.6999999999999984,0.0004988203572632,0.0005376632
1280_2021_NYK,2021,1280,Mitchell Robinson,1610612752,NYK,C,22,27,27,28.8,3.8,5.8,0.66,0.0,0.0,0.0,3.8,5.8,0.66,0.66,0.8,1.7,0.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4,10.85,0.0016059798697454,0.0014195011
1492_2021_OKC,2021,1492,Isaiah Roby,1610612760,OKC,PF,22,22,9,20.2,3.4,6.2,0.54,0.5,1.6,0.314,2.9,4.6,0.618,0.58,1.3,1.9,0.69,1.6,3.5,5.2,1.5,0.7,0.6,1.0,2.5,8.5,8.400000000000002,0.0013951170901843,0.0010924634
1055_2021_ATL,2021,1055,Rajon Rondo,1610612737,ATL,PG,34,14,2,15.3,1.4,3.9,0.345,0.6,1.9,0.308,0.8,2.1,0.379,0.418,0.1,0.1,0.5,0.3,2.0,2.3,3.9,0.6,0.1,1.4,0.9,3.4,5.299999999999999,0.0006168528864059,0.00062467763
1291_2021_DET,2021,1291,Derrick Rose,1610612765,DET,PG,32,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.333,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,10.949999999999998,0.0017744287797763,0.00152814
1291_2021_NYK,2021,1291,Derrick Rose,1610612752,NYK,G,32,5,0,20.6,4.2,10.0,0.42,0.6,1.8,0.333,3.6,8.2,0.439,0.45,2.2,2.6,0.846,0.2,2.6,2.8,3.4,1.0,0.6,1.6,0.8,11.2,9.999999999999998,0.0014801657785671,0.0012316263
1311_2021_ORL,2021,1311,Terrence Ross,1610612753,ORL,SG,29,28,1,28.8,5.5,13.3,0.414,2.0,5.7,0.346,3.5,7.6,0.465,0.488,2.4,2.6,0.892,0.3,2.9,3.2,2.1,1.0,0.5,1.8,2.0,15.3,9.9,0.0016522029372496,0.0014165642
1258_2021_CHO,2021,1258,Terry Rozier,1610612766,CHA,SG,26,26,26,33.3,7.5,15.2,0.49,3.4,7.7,0.445,4.0,7.5,0.536,0.602,2.2,2.8,0.795,0.6,3.5,4.1,3.0,1.3,0.5,1.7,2.0,20.6,16.950000000000003,0.0025072110051031,0.002056368
1385_2021_MIN,2021,1385,Ricky Rubio,1610612750,MIN,PG,30,27,12,25.1,2.5,6.7,0.37,0.6,2.1,0.276,1.9,4.6,0.415,0.414,1.6,2.0,0.83,0.4,3.0,3.4,6.5,1.3,0.0,2.1,2.2,7.2,9.3,0.001402186204297,0.0013264142
1237_2021_MIN,2021,1237,D'Angelo Russell,1610612750,MIN,PG,24,20,19,29.2,7.0,16.3,0.426,3.0,7.4,0.399,4.0,8.9,0.449,0.517,2.4,3.2,0.75,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3,13.400000000000002,0.0020203543158688,0.0019364835
1261_2021_IND,2021,1261,Domantas Sabonis,1610612754,IND,PF,24,29,29,36.4,8.2,15.5,0.528,1.0,2.8,0.358,7.2,12.7,0.565,0.56,4.1,5.8,0.71,2.8,8.8,11.6,5.7,1.0,0.7,3.4,3.6,21.5,22.75,0.003143567776703,0.0031691978
405_2021_SAS,2021,405,Luka Šamanić,1610612759,SAS,PF,21,4,0,2.8,0.5,1.5,0.333,0.5,0.8,0.667,0.0,0.8,0.0,0.5,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.5999999999999996,8.707640954937954e-05,0.0001676556
406_2021_IND,2021,406,JaKarr Sampson,1610612754,IND,PF,27,13,0,6.0,0.8,1.9,0.44,0.0,0.2,0.0,0.8,1.7,0.5,0.44,0.6,0.8,0.8,0.5,1.5,2.0,0.0,0.1,0.2,0.2,0.7,2.3,2.05,0.0002832665469117,0.00025647227
407_2021_PHO,2021,407,Dario Šarić,1610612756,PHX,PF,26,10,0,18.1,3.5,8.0,0.438,1.1,3.5,0.314,2.4,4.5,0.533,0.506,2.3,2.4,0.958,0.7,3.3,4.0,1.2,1.0,0.2,1.4,2.0,10.4,8.349999999999996,0.000853346959632,0.0009914824
408_2021_CHI,2021,408,Tomáš Satoranský,1610612741,CHI,SG,29,16,0,20.0,2.3,4.6,0.493,0.7,1.6,0.44,1.6,3.0,0.521,0.568,1.2,1.3,0.905,0.3,2.4,2.7,4.9,0.6,0.2,1.5,1.3,6.4,9.349999999999998,0.0013352374152088,0.0010750039
1071_2021_LAL,2021,1071,Dennis Schröder,1610612747,LAL,SG,27,29,29,31.1,5.1,11.5,0.441,1.0,3.1,0.311,4.1,8.4,0.49,0.483,3.1,3.8,0.82,0.6,3.0,3.6,4.3,0.9,0.2,2.2,2.7,14.2,10.8,0.0015538450471189,0.0016047611
410_2021_PHI,2021,410,Mike Scott,1610612755,PHI,PF,32,11,3,17.5,1.5,4.4,0.333,1.0,3.5,0.289,0.5,0.9,0.5,0.448,0.2,0.3,0.667,0.4,2.3,2.6,0.1,0.3,0.2,0.5,1.4,4.1,2.2,0.0002637731550866,0.00043443555
1283_2021_CLE,2021,1283,Collin Sexton,1610612739,CLE,SG,22,24,24,35.3,8.4,17.4,0.484,1.5,3.6,0.407,7.0,13.8,0.505,0.526,4.5,5.5,0.805,0.8,1.8,2.5,4.3,1.1,0.2,2.5,2.9,22.8,15.100000000000009,0.0025358972205894,0.0024776396
1331_2021_BRK,2021,1331,Landry Shamet,1610612751,BKN,SG,23,26,0,19.0,2.3,6.2,0.377,1.6,4.5,0.347,0.8,1.7,0.455,0.503,1.1,1.3,0.879,0.2,1.3,1.5,1.3,0.5,0.2,0.8,1.3,7.4,4.499999999999998,0.0005086757474707,0.00063578214
1226_2021_TOR,2021,1226,Pascal Siakam,1610612761,TOR,PF,26,25,25,35.8,7.6,16.8,0.455,1.2,4.2,0.298,6.4,12.6,0.506,0.492,4.1,5.1,0.797,2.2,5.6,7.8,4.5,1.2,0.6,2.2,3.1,20.6,17.800000000000004,0.0026638730918886,0.0027430288
1644_2021_MIA,2021,1644,Chris Silva,1610612748,MIA,PF,24,6,0,8.8,1.0,1.5,0.667,0.2,0.2,1.0,0.8,1.3,0.625,0.722,1.7,2.0,0.833,1.2,1.8,3.0,1.0,0.2,0.3,1.3,2.3,3.8,3.1500000000000004,0.0004439120631341,0.0004374899
1225_2021_PHI,2021,1225,Ben Simmons,1610612755,PHI,PG,24,25,25,33.4,5.8,10.4,0.562,0.0,0.2,0.167,5.8,10.2,0.571,0.563,3.5,5.3,0.667,1.6,6.7,8.3,8.0,1.7,0.8,3.4,3.2,15.2,19.8,0.0023739583957796,0.0026434036
1257_2021_POR,2021,1257,Anfernee Simons,1610612757,POR,SG,21,25,0,17.9,3.0,7.4,0.413,2.2,5.2,0.42,0.8,2.1,0.396,0.563,0.8,0.9,0.826,0.2,2.1,2.3,1.2,0.2,0.2,0.8,1.7,9.0,5.699999999999999,0.0007507408626934,0.0007639055
1086_2021_DET,2021,1086,Deividas Sirvydis,1610612765,DET,SG,20,4,0,1.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-0.2,-3.240965807810728e-05,5.7773745e-05
1277_2021_BOS,2021,1277,Marcus Smart,1610612738,BOS,PG,26,17,17,32.3,4.4,11.1,0.394,1.6,5.3,0.311,2.7,5.8,0.469,0.468,2.7,3.6,0.742,0.4,2.4,2.8,6.1,1.8,0.5,1.8,2.3,13.1,12.15,0.0017207194448378,0.0015341258
1090_2021_NYK,2021,1090,Dennis Smith Jr.,1610612752,NYK,PG,23,3,0,9.3,0.7,3.3,0.2,0.0,1.3,0.0,0.7,2.0,0.333,0.2,1.7,2.0,0.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0,1.2000000000000006,0.000177619893428,0.00026921913
1090_2021_DET,2021,1090,Dennis Smith Jr.,1610612765,DET,G,23,4,0,14.3,2.3,5.8,0.391,0.5,2.0,0.25,1.8,3.8,0.467,0.435,0.8,1.0,0.75,0.5,1.0,1.5,2.0,0.0,0.3,1.0,0.3,5.8,4.200000000000001,0.0006806028196402,0.00049711857
1092_2021_WAS,2021,1092,Ish Smith,1610612764,WAS,PG,32,19,1,20.6,2.3,6.1,0.379,0.3,1.1,0.25,2.1,5.1,0.406,0.401,0.3,0.8,0.4,0.5,2.9,3.5,4.7,0.8,0.2,1.0,0.9,5.2,7.75,0.0010448264239973,0.0009098942
1408_2021_PHO,2021,1408,Jalen Smith,1610612756,PHX,PF,20,8,0,6.3,0.8,2.1,0.353,0.3,0.9,0.286,0.5,1.3,0.4,0.412,0.0,0.3,0.0,0.6,0.6,1.3,0.3,0.0,0.3,0.1,0.4,1.8,1.0499999999999998,0.0001073071027082,0.00017597084
1098_2021_ATL,2021,1098,Tony Snell,1610612737,ATL,SG,29,15,0,12.9,1.1,2.7,0.4,0.9,1.9,0.483,0.1,0.7,0.182,0.575,0.0,0.0,0.0,0.4,1.2,1.6,0.9,0.1,0.1,0.4,0.9,3.1,2.6500000000000004,0.0003084264432029,0.00033228003
424_2021_HOU,2021,424,Ray Spalding,1610612745,HOU,F,23,2,0,9.5,1.0,2.0,0.5,0.0,0.5,0.0,1.0,1.5,0.667,0.5,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0,-1.0,-0.0001571709233791,0.00024003115
1100_2021_IND,2021,1100,Cassius Stanley,1610612754,IND,SG,21,8,0,2.9,0.3,0.9,0.286,0.1,0.3,0.5,0.1,0.6,0.2,0.357,0.5,0.6,0.8,0.3,0.1,0.4,0.0,0.0,0.3,0.1,0.9,1.1,-0.1999999999999999,-2.763576067431256e-05,8.815745e-05
1555_2021_CLE,2021,1555,Lamar Stevens,1610612739,CLE,PF,23,18,0,14.7,1.7,4.3,0.403,0.1,0.8,0.133,1.6,3.4,0.468,0.416,1.0,1.5,0.667,0.4,2.2,2.6,1.1,0.4,0.3,0.4,1.2,4.6,3.9500000000000006,0.000663363842472,0.0004842487
1444_2021_DET,2021,1444,Isaiah Stewart,1610612765,DET,C,19,26,2,17.9,2.2,4.2,0.523,0.0,0.2,0.25,2.2,4.0,0.533,0.528,0.8,1.2,0.7,2.5,2.9,5.4,0.7,0.5,0.9,0.8,2.7,5.2,5.100000000000001,0.0008264462809917,0.0006841011
1553_2021_MIA,2021,1553,Max Strus,1610612748,MIA,SF,24,16,0,14.7,2.6,4.9,0.519,1.7,4.0,0.422,0.9,0.9,0.933,0.69,0.4,0.6,0.778,0.1,1.0,1.1,0.5,0.1,0.0,0.2,1.2,7.3,5.05,0.0007116685456595,0.00065550045
1527_2021_IND,2021,1527,Edmond Sumner,1610612754,IND,SG,25,16,4,9.4,1.5,3.0,0.5,0.3,1.0,0.313,1.2,2.0,0.594,0.552,0.6,0.9,0.643,0.4,0.9,1.3,0.5,0.5,0.1,0.6,1.1,3.9,2.55,0.0003523559485974,0.00038892086
1365_2021_HOU,2021,1365,Jae'Sean Tate,1610612745,HOU,SF,25,28,18,27.3,4.0,7.3,0.549,0.7,2.1,0.328,3.3,5.2,0.637,0.596,1.2,1.6,0.717,1.6,3.4,5.1,1.8,0.9,0.6,1.2,3.0,9.9,9.200000000000005,0.0014459724950884,0.0012092192
1242_2021_BOS,2021,1242,Jayson Tatum,1610612738,BOS,SF,22,23,23,35.2,9.3,20.8,0.449,2.7,7.0,0.389,6.6,13.8,0.479,0.515,4.4,5.0,0.886,0.6,6.4,7.0,4.7,1.3,0.4,2.4,1.9,25.8,22.300000000000004,0.0031581928905254,0.0028910863
432_2021_BOS,2021,432,Jeff Teague,1610612738,BOS,PG,32,23,3,17.3,1.8,5.7,0.323,0.7,1.7,0.421,1.1,4.0,0.283,0.385,1.2,1.3,0.9,0.3,1.3,1.6,2.0,0.9,0.1,1.1,1.0,5.5,3.8,0.0005381673983854,0.00052848505
1399_2021_CHI,2021,1399,Garrett Temple,1610612741,CHI,SG,34,26,5,27.5,3.2,7.6,0.426,1.5,4.3,0.36,1.7,3.3,0.512,0.528,0.8,1.0,0.815,0.5,2.6,3.1,2.0,1.1,0.5,1.0,2.4,8.8,7.0,0.0009996429846483,0.00094222365
1116_2021_DAL,2021,1116,Tyrell Terry,1610612742,DAL,PG,20,11,0,5.1,0.5,1.5,0.313,0.0,0.6,0.0,0.5,0.8,0.556,0.313,0.1,0.3,0.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0,0.9000000000000001,0.0001212529471202,7.956043e-05
1346_2021_BOS,2021,1346,Daniel Theis,1610612738,BOS,C,28,26,21,24.0,3.7,6.5,0.571,0.9,2.2,0.397,2.8,4.2,0.664,0.64,1.1,1.6,0.683,1.3,3.8,5.1,1.4,0.6,1.0,1.0,2.8,9.3,9.150000000000002,0.0012958504461124,0.0011663943
1120_2021_HOU,2021,1120,Brodric Thomas,1610612745,HOU,SG,24,4,0,6.0,0.5,1.8,0.286,0.3,1.5,0.167,0.3,0.3,1.0,0.357,1.3,1.8,0.714,0.3,0.8,1.0,1.0,0.3,0.3,1.0,1.3,2.5,0.7999999999999996,0.0001257367387033,0.00018084624
1125_2021_TOR,2021,1125,Matt Thomas,1610612761,TOR,SG,26,14,0,6.0,0.8,2.0,0.393,0.6,1.5,0.429,0.1,0.5,0.286,0.554,0.3,0.3,1.0,0.1,0.6,0.6,0.4,0.1,0.0,0.3,0.4,2.5,1.7499999999999998,0.0002618976354384,0.00028070173
1129_2021_BOS,2021,1129,Tristan Thompson,1610612738,BOS,PF,29,26,21,22.5,2.8,5.6,0.507,0.0,0.1,0.0,2.8,5.5,0.514,0.507,1.3,2.1,0.611,2.9,5.4,8.3,0.8,0.3,0.3,0.9,2.2,7.0,8.400000000000004,0.0011896331964311,0.0012254933
