primary_key_composed,season_id,player_id,player_name,team_id,team_abbreviation,position,age,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,divisor_pie,pie,Predicted_PIE_XGB
1577_2022_NYK,2022,1577,Miles McBride,1610612752,NYK,PG,21,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1.0,0.375,0.375,0.2,0.3,0.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,1.4499999999999995,0.0001862795477903,0.00016055736
1650_2022_CHI,2022,1650,Mac McClung,1610612741,CHI,PG,23,1,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0001083893344894,0.00023648803
1650_2022_LAL,2022,1650,Mac McClung,1610612747,LAL,SG,23,1,0,22.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,6.0,1.5,0.000177095631641,0.00069062196
1233_2022_POR,2022,1233,CJ McCollum,1610612757,POR,SG,30,36,36,35.2,8.1,18.5,0.436,3.1,8.0,0.384,5.0,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5,15.05,0.0020148604324251,0.0016355454
1233_2022_NOP,2022,1233,CJ McCollum,1610612740,NOP,SG,30,26,26,33.8,9.5,19.2,0.493,2.7,6.9,0.394,6.7,12.3,0.549,0.564,2.6,3.9,0.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3,20.550000000000004,0.0023301961673659,0.0022409488
921_2022_IND,2022,921,T.J. McConnell,1610612754,IND,PG,29,27,8,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.505,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0,8.5,10.349999999999998,0.0012436167017122,0.0010654979
1507_2022_MIN,2022,1507,Jaden McDaniels,1610612750,MIN,PF,21,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,6.249999999999998,0.0006769930675909,0.0008991798
1536_2022_CHO,2022,1536,Jalen McDaniels,1610612766,CHA,SF,24,55,2,16.3,2.2,4.6,0.484,0.7,2.0,0.38,1.5,2.7,0.562,0.565,1.0,1.3,0.736,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2,5.649999999999999,0.0006289658243348,0.00065420667
1297_2022_SAS,2022,1297,Doug McDermott,1610612759,SAS,PF,30,51,51,24.0,4.2,9.1,0.462,2.1,5.0,0.422,2.1,4.1,0.512,0.578,0.8,1.0,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,7.650000000000003,0.0008361569570444,0.0009232896
1392_2022_PHO,2022,1392,JaVale McGee,1610612756,PHX,C,34,74,17,15.8,3.9,6.2,0.629,0.0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2.0,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,9.65,0.0008978832286578,0.0010059898
926_2022_POR,2022,926,Cameron McGriff,1610612757,POR,SF,24,3,0,15.3,1.7,4.7,0.357,0.7,2.0,0.333,1.0,2.7,0.375,0.429,0.7,0.7,1.0,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7,4.550000000000001,0.0006091438516634,0.00046533486
1496_2022_DET,2022,1496,Rodney McGruder,1610612765,DET,SG,30,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,4.450000000000001,0.0006105089861435,0.00046385187
928_2022_CHI,2022,928,Alfonzo McKinnie,1610612741,CHI,SF,29,17,3,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.9,2.0,0.441,0.467,0.1,0.5,0.25,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,1.0999999999999996,0.0001192282679384,0.0002895451
929_2022_DAL,2022,929,JaQuori McLaughlin,1610612742,DAL,PG,24,4,0,2.8,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,-0.3,-3.0355155317211373e-05,3.2662923e-05
1508_2022_MIN,2022,1508,Jordan McLaughlin,1610612750,MIN,PG,25,62,3,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1.0,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8,5.699999999999999,0.0006174176776429,0.00041422967
931_2022_POR,2022,931,Ben McLemore,1610612757,POR,SG,28,64,6,20.1,3.4,8.4,0.401,2.4,6.5,0.362,1.0,1.9,0.533,0.541,1.1,1.4,0.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,10.2,5.499999999999998,0.0007363277327799,0.0007000201
1352_2022_MEM,2022,1352,De'Anthony Melton,1610612763,MEM,SG,23,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,9.8,0.0009333333333333,0.0010560058
1588_2022_MEM,2022,1588,Sam Merrill,1610612763,MEM,SG,25,6,0,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,2.1,0.0001999999999999,0.0002794157
1538_2022_SAC,2022,1538,Chimezie Metu,1610612758,SAC,C,24,60,20,21.3,3.4,7.5,0.452,1.0,3.1,0.306,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.6,5.0,5.6,1.0,0.9,0.5,1.0,1.6,8.9,9.35,0.0011367090146495,0.0010163832
1218_2022_MIL,2022,1218,Khris Middleton,1610612749,MIL,SF,30,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,17.45,0.001696810579541,0.0019391297
936_2022_BOS,2022,936,C.J. Miles,1610612738,BOS,SG,34,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-8.944543828264758e-05,3.2662923e-05
937_2022_BRK,2022,937,Patty Mills,1610612751,BKN,PG,33,81,48,29.0,4.0,9.8,0.408,2.8,7.0,0.4,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,7.9999999999999964,0.0008780594885303,0.0009059448
939_2022_BRK,2022,939,Paul Millsap,1610612751,BKN,PF,36,24,0,11.3,1.3,3.5,0.376,0.3,1.1,0.222,1.1,2.4,0.448,0.412,0.5,0.7,0.706,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0,3.4,3.05,0.0003347601800021,0.0003679501
939_2022_PHI,2022,939,Paul Millsap,1610612755,PHI,PF,36,9,1,11.8,1.4,3.3,0.433,0.2,0.9,0.25,1.2,2.4,0.5,0.467,0.6,0.8,0.714,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1,3.7,1.9499999999999984,0.0002007515313738,0.00030608644
1524_2022_PHI,2022,1524,Shake Milton,1610612755,PHI,PG,25,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,6.6,0.000679466721573,0.0007703628
1405_2022_SAC,2022,1405,Davion Mitchell,1610612758,SAC,PG,23,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7.0,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,8.25,0.0010029785423378,0.001084443
1238_2022_UTA,2022,1238,Donovan Mitchell,1610612762,UTA,SG,25,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,19.2,0.0020723151645979,0.0020673443
1349_2022_CLE,2022,1349,Evan Mobley,1610612739,CLE,PF,20,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,15.2,0.0017771542148953,0.0018351902
1332_2022_LAL,2022,1332,Malik Monk,1610612747,LAL,SG,23,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,11.349999999999998,0.0013400236127508,0.0012455342
948_2022_MIN,2022,948,Greg Monroe,1610612750,MIN,C,31,4,0,20.3,3.3,5.5,0.591,0.0,0.0,0.0,3.3,5.5,0.591,0.591,0.8,1.8,0.429,1.5,4.5,6.0,4.0,1.0,1.5,1.8,2.3,7.3,11.0,0.0011915077989601,0.0011047903
948_2022_WAS,2022,948,Greg Monroe,1610612764,WAS,C,31,2,0,9.0,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,0.0,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0,4.5,0.000530035335689,0.0004303899
948_2022_MIL,2022,948,Greg Monroe,1610612749,MIL,C,31,5,0,14.0,2.2,4.4,0.5,0.0,0.0,0.0,2.2,4.4,0.5,0.5,1.0,1.8,0.556,2.2,2.0,4.2,0.4,0.6,0.4,0.6,1.4,5.4,4.700000000000003,0.0004570206145468,0.00048554898
948_2022_UTA,2022,948,Greg Monroe,1610612762,UTA,C,31,3,0,8.7,1.3,1.7,0.8,0.0,0.0,0.0,1.3,1.7,0.8,0.8,1.3,2.3,0.571,2.0,1.0,3.0,1.0,0.0,0.3,0.0,2.0,4.0,3.75,0.0004047490555855,0.00037398917
1437_2022_GSW,2022,1437,Moses Moody,1610612744,GSW,SG,19,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,3.05,0.0002702104097452,0.00035448448
1654_2022_LAC,2022,1654,Xavier Moon,1610612746,LAC,SG,27,10,0,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2.0,3.7,0.541,0.539,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,6.050000000000002,0.0007234246083941,0.0005971078
951_2022_NYK,2022,951,Matt Mooney,1610612752,NYK,SG,24,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.0001284686536485,7.5171985e-05
1309_2022_MEM,2022,1309,Ja Morant,1610612763,MEM,PG,22,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,23.499999999999996,0.0022380952380952,0.0026184304
954_2022_TOR,2022,954,Juwan Morgan,1610612761,TOR,PF,24,1,0,27.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0005787371954395,0.0005789065
954_2022_BOS,2022,954,Juwan Morgan,1610612738,BOS,PF,24,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2662923e-05
955_2022_SAS,2022,955,Jaylen Morris,1610612759,SAS,SG,26,3,0,5.3,0.0,2.0,0.0,0.0,0.7,0.0,0.0,1.3,0.0,0.0,0.7,1.3,0.5,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7,-1.5000000000000002,-0.0001639523445185,3.2662923e-05
1286_2022_LAC,2022,1286,Marcus Morris,1610612746,LAC,PF,32,54,54,29.0,5.6,12.8,0.434,1.9,5.1,0.367,3.7,7.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,11.399999999999997,0.0013631471959823,0.001333721
1463_2022_MIA,2022,1463,Markieff Morris,1610612748,MIA,PF,32,17,1,17.5,3.2,6.7,0.474,0.8,2.3,0.333,2.4,4.4,0.547,0.531,0.5,0.5,0.889,1.0,1.6,2.6,1.4,0.4,0.1,1.2,1.9,7.6,4.950000000000002,0.0004841549295774,0.0006595383
1337_2022_DEN,2022,1337,Monte Morris,1610612743,DEN,PG,26,75,74,29.9,5.0,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1.0,1.1,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6,13.1,0.001369361835572,0.0013343061
959_2022_SAC,2022,959,Emmanuel Mudiay,1610612758,SAC,PG,25,2,0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,2.0,0.75,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5,1.5,0.0001823597349705,0.00014260905
961_2022_ORL,2022,961,Mychal Mulder,1610612753,ORL,PG,27,15,2,13.0,1.3,4.5,0.299,0.9,3.1,0.283,0.5,1.4,0.333,0.396,0.1,0.1,1.0,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7,1.0999999999999994,0.0001450613213767,0.00024490262
961_2022_MIA,2022,961,Mychal Mulder,1610612748,MIA,PG,27,2,1,22.0,2.0,5.0,0.4,2.0,4.0,0.5,0.0,1.0,0.0,0.6,1.0,1.0,1.0,0.0,1.5,1.5,1.0,0.0,0.5,0.0,0.5,7.0,6.25,0.0006113067292644,0.00062979944
962_2022_SAC,2022,962,Ade Murkey,1610612758,SAC,SG,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2662923e-05
963_2022_NOP,2022,963,Trey Murphy III,1610612740,NOP,SF,21,62,1,13.9,1.8,4.5,0.394,1.1,3.0,0.382,0.6,1.5,0.418,0.522,0.7,0.8,0.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1.0,5.4,4.350000000000001,0.000493253203311,0.0004271285
1279_2022_SAS,2022,1279,Dejounte Murray,1610612759,SAS,PG,25,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,24.95,0.0027270739971581,0.0022182432
1442_2022_OKC,2022,1442,Mike Muscala,1610612760,OKC,C,30,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1.0,2.0,0.506,0.597,1.1,1.3,0.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0,6.950000000000001,0.0009155578975102,0.0006992916
966_2022_TOR,2022,966,Svi Mykhailiuk,1610612761,TOR,SF,24,56,5,12.8,1.6,4.2,0.389,0.7,2.4,0.306,0.9,1.8,0.5,0.476,0.6,0.7,0.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1.0,4.6,3.149999999999999,0.0003646044331269,0.00035369914
967_2022_PHO,2022,967,Abdel Nader,1610612756,PHX,SF,28,14,0,10.4,0.9,2.5,0.343,0.3,1.0,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,1.2999999999999996,0.0001209583624098,0.0001810488
969_2022_POR,2022,969,Larry Nance Jr.,1610612757,POR,PF,29,37,11,23.2,2.8,5.4,0.515,0.5,1.7,0.306,2.2,3.7,0.61,0.563,0.9,1.3,0.653,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8,6.9,9.499999999999998,0.0012718388111654,0.0010518773
969_2022_NOP,2022,969,Larry Nance Jr.,1610612740,NOP,PF,29,9,0,20.2,3.0,5.4,0.551,0.4,0.9,0.5,2.6,4.6,0.561,0.592,0.9,0.9,1.0,1.6,2.8,4.3,0.9,0.6,0.8,1.1,1.9,7.3,7.4,0.0008390974033337,0.00078522635
970_2022_CLE,2022,970,RJ Nembhard Jr.,1610612739,CLE,SG,22,14,0,4.5,0.4,1.3,0.333,0.0,0.1,0.0,0.4,1.1,0.375,0.333,0.2,0.3,0.75,0.2,0.3,0.5,0.9,0.1,0.0,0.2,0.1,1.1,1.2,0.0001403016485443,7.144207e-05
1436_2022_BOS,2022,1436,Aaron Nesmith,1610612738,BOS,SF,22,52,3,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,2.099999999999999,0.0001878354203935,0.0003021764
1487_2022_WAS,2022,1487,Raul Neto,1610612764,WAS,PG,29,70,19,19.6,2.9,6.3,0.463,0.5,1.7,0.292,2.4,4.6,0.526,0.502,1.2,1.5,0.769,0.2,1.7,1.9,3.1,0.8,0.0,1.1,1.5,7.5,6.9,0.0008127208480565,0.00080191105
973_2022_CLE,2022,973,Malik Newman,1610612739,CLE,PG,24,1,0,8.0,3.0,5.0,0.6,0.0,1.0,0.0,3.0,4.0,0.75,0.6,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,7.0,0.0008184262831754,0.00067298795
1443_2022_PHI,2022,1443,Georges Niang,1610612755,PHI,PF,28,76,7,22.8,3.2,7.4,0.437,2.1,5.1,0.403,1.2,2.3,0.511,0.575,0.7,0.8,0.881,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5,9.2,5.849999999999999,0.0006022545941215,0.00073290616
1573_2022_HOU,2022,1573,Daishen Nix,1610612745,HOU,SG,19,24,0,10.9,1.1,2.8,0.403,0.3,1.1,0.269,0.8,1.7,0.488,0.455,0.7,1.3,0.533,0.3,1.1,1.4,1.7,0.6,0.0,1.1,0.9,3.2,2.45,0.0003221988427143,0.00028667896
1482_2022_DEN,2022,1482,Zeke Nnaji,1610612743,DEN,PF,21,41,1,17.0,2.3,4.5,0.516,0.9,2.0,0.463,1.4,2.6,0.557,0.616,1.0,1.6,0.631,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,6.6,5.15,0.0005383369048241,0.00063013437
1335_2022_NYK,2022,1335,Nerlens Noel,1610612752,NYK,C,27,25,11,22.5,1.3,2.4,0.533,0.0,0.1,0.0,1.3,2.3,0.561,0.533,0.8,1.2,0.7,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4,5.75,0.0007386947584789,0.0005915106
1534_2022_MIN,2022,1534,Jaylen Nowell,1610612750,MIN,SG,22,62,1,15.7,3.2,6.7,0.475,1.0,2.6,0.394,2.1,4.1,0.526,0.551,1.2,1.5,0.783,0.4,1.6,2.0,2.1,0.4,0.2,0.6,1.2,8.5,7.3,0.0007907279029462,0.0006885888
1518_2022_DAL,2022,1518,Frank Ntilikina,1610612742,DAL,PG,23,58,5,11.8,1.5,3.8,0.399,0.7,1.9,0.342,0.9,1.9,0.455,0.484,0.4,0.4,0.96,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1,4.1,3.25,0.0003288475159364,0.00032821708
980_2022_POR,2022,980,Jusuf Nurki?,1610612757,POR,C,27,56,56,28.2,5.7,10.7,0.535,0.3,1.0,0.268,5.5,9.7,0.563,0.548,3.3,4.8,0.69,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15.0,16.300000000000004,0.0021822076444206,0.0019488139
981_2022_HOU,2022,981,David Nwaba,1610612745,HOU,SF,29,46,4,13.2,1.8,3.8,0.483,0.3,1.1,0.306,1.5,2.8,0.551,0.526,1.0,1.5,0.716,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1,5.35,0.0007035770647027,0.0005078254
1473_2022_MIL,2022,1473,Jordan Nwora,1610612749,MIL,SF,23,62,13,19.1,3.0,7.5,0.403,1.3,3.7,0.348,1.7,3.8,0.455,0.488,0.6,0.7,0.837,0.6,3.0,3.6,1.0,0.4,0.3,0.9,1.3,7.9,5.95,0.0005785686503306,0.0007723833
1336_2022_UTA,2022,1336,Royce O'Neale,1610612762,UTA,SF,28,77,77,31.2,2.6,5.8,0.457,1.5,4.0,0.389,1.1,1.8,0.609,0.591,0.6,0.7,0.804,0.8,3.9,4.8,2.5,1.1,0.4,1.0,2.4,7.4,8.799999999999999,0.0009498111171073,0.0010424734
985_2022_MIL,2022,985,Semi Ojeleye,1610612749,MIL,PF,27,20,0,15.4,0.9,3.5,0.257,0.6,2.1,0.268,0.4,1.5,0.241,0.336,0.5,0.7,0.769,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3,2.9,1.5999999999999992,0.0001555814858031,0.00021602432
985_2022_LAC,2022,985,Semi Ojeleye,1610612746,LAC,PF,27,10,0,9.8,1.2,2.9,0.414,0.4,0.9,0.444,0.8,2.0,0.4,0.483,1.3,1.6,0.813,0.2,1.4,1.6,0.4,0.2,0.1,0.4,0.4,4.1,3.4499999999999997,0.0004125313882578,0.00030217998
1445_2022_ORL,2022,1445,Chuma Okeke,1610612753,ORL,PF,23,70,20,25.0,3.1,8.2,0.376,1.7,5.3,0.318,1.4,2.9,0.48,0.478,0.8,0.9,0.846,0.7,4.3,5.0,1.7,1.4,0.6,0.8,1.4,8.6,9.25,0.00121983383885,0.0010070425
1530_2022_MIN,2022,1530,Josh Okogie,1610612750,MIN,SG,23,49,6,10.5,0.9,2.1,0.404,0.3,1.0,0.298,0.6,1.2,0.491,0.471,0.7,1.0,0.686,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7,1.7999999999999998,0.0001949740034662,0.0002203475
1375_2022_ATL,2022,1375,Onyeka Okongwu,1610612737,ATL,C,21,48,6,20.7,3.3,4.7,0.69,0.0,0.0,0.0,3.3,4.7,0.69,0.69,1.7,2.3,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,9.249999999999998,0.0009898870993632,0.0009915238
1366_2022_CLE,2022,1366,Isaac Okoro,1610612739,CLE,SF,21,67,61,29.6,3.1,6.4,0.48,0.8,2.3,0.35,2.3,4.1,0.555,0.544,1.8,2.3,0.768,1.1,1.9,3.0,1.8,0.8,0.3,0.9,2.4,8.8,6.9,0.0008067344791301,0.00081540935
1540_2022_MIA,2022,1540,KZ Okpala,1610612748,MIA,PF,22,21,0,11.6,1.4,3.3,0.435,0.4,1.2,0.346,1.0,2.0,0.488,0.5,0.4,0.5,0.727,0.5,1.4,2.0,0.7,0.2,0.3,0.2,1.2,3.7,3.0,0.0002934272300469,0.00030280693
1345_2022_MIA,2022,1345,Victor Oladipo,1610612748,MIA,SG,29,8,1,21.6,4.4,9.1,0.479,1.9,4.5,0.417,2.5,4.6,0.541,0.582,1.8,2.4,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2.0,1.6,12.4,10.35,0.0010123239436619,0.001138794
992_2022_ATL,2022,992,Cameron Oliver,1610612737,ATL,SF,25,2,0,21.5,5.0,7.5,0.667,0.5,1.5,0.333,4.5,6.0,0.75,0.7,1.0,1.5,0.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5,10.75,0.0011504093316924,0.0011056043
1305_2022_DET,2022,1305,Kelly Olynyk,1610612765,DET,C,30,40,1,19.1,3.2,7.2,0.448,1.0,3.0,0.336,2.2,4.2,0.527,0.517,1.7,2.2,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1,8.25,0.0011318425024008,0.0009375565
1595_2022_DAL,2022,1595,Eugene Omoruyi,1610612742,DAL,SF,24,4,0,4.5,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1.0,0.5,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8,2.05,0.0002074268946676,0.00017236137
995_2022_UTA,2022,995,Miye Oni,1610612762,UTA,SG,24,16,0,2.8,0.1,0.6,0.222,0.1,0.5,0.125,0.1,0.1,1.0,0.278,0.0,0.1,0.0,0.1,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.3,-0.0499999999999999,-5.396654074473822e-06,4.214105e-05
1360_2022_CLE,2022,1360,Cedi Osman,1610612739,CLE,SF,26,66,3,22.2,3.7,8.7,0.432,1.9,5.4,0.357,1.8,3.2,0.559,0.544,1.3,2.0,0.664,0.4,1.8,2.2,2.0,0.8,0.2,1.0,1.9,10.7,7.0,0.0008184262831754,0.0008321892
997_2022_TOR,2022,997,Daniel Oturu,1610612761,TOR,C,22,3,0,9.0,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6,0.5,1.0,1.7,0.6,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0,2.8000000000000003,0.0003240928294461,0.00028801136
998_2022_CHO,2022,998,Kelly Oubre Jr.,1610612766,CHA,SF,26,76,13,26.3,5.4,12.3,0.44,2.5,7.3,0.345,2.9,5.0,0.578,0.542,1.7,2.5,0.667,1.0,2.9,4.0,1.1,1.0,0.4,0.9,2.5,15.0,9.599999999999996,0.001068685294445,0.0012050929
999_2022_DET,2022,999,Jaysean Paige,1610612765,DET,PG,27,1,0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,-4.0,-0.0005487721223761,3.2662923e-05
1000_2022_DET,2022,1000,Trayvon Palmer,1610612765,DET,SG,27,1,0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.0,-0.000274386061188,0.00012036389
1001_2022_CLE,2022,1001,Kevin Pangos,1610612739,CLE,PG,29,24,3,6.9,0.6,1.9,0.326,0.3,1.1,0.231,0.4,0.8,0.45,0.391,0.1,0.2,0.75,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5,1.6,1.2500000000000002,0.000146147550567,0.000125592
1002_2022_BOS,2022,1002,Jabari Parker,1610612738,BOS,PF,26,12,0,9.3,1.5,3.2,0.474,0.7,1.3,0.5,0.8,1.8,0.455,0.579,0.8,0.8,1.0,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4,3.849999999999999,0.0003443649373881,0.00041968797
1003_2022_UTA,2022,1003,Eric Paschall,1610612762,UTA,PF,25,58,3,12.7,2.0,4.1,0.485,0.7,1.9,0.37,1.3,2.2,0.583,0.57,1.1,1.5,0.767,0.5,1.3,1.8,0.6,0.2,0.1,0.5,0.9,5.8,4.3,0.0004641122504047,0.0004925954
